wd(m),Factor
0,0
0.01,0.003535156
0.02,0.007070313
0.03,0.010605469
0.04,0.014140625
0.05,0.017675781
0.06,0.021210938
0.07,0.024746094
0.08,0.02828125
0.09,0.031816406
0.1,0.035351563
0.11,0.051464844
0.12,0.052929688
0.13,0.054394531
0.14,0.055859375
0.15,0.057324219
0.16,0.058789063
0.17,0.060253906
0.18,0.06171875
0.19,0.063183594
0.2,0.064648438
0.21,0.066113281
0.22,0.067578125
0.23,0.069042969
0.24,0.070507813
0.25,0.071972656
0.26,0.0734375
0.27,0.074902344
0.28,0.076367188
0.29,0.077832031
0.3,0.079296875
0.31,0.080682415
0.32,0.081994751
0.33,0.083307087
0.34,0.084619423
0.35,0.085931759
0.36,0.087244094
0.37,0.08855643
0.38,0.089868766
0.39,0.091181102
0.4,0.092493438
0.41,0.093805774
0.42,0.09511811
0.43,0.096430446
0.44,0.097742782
0.45,0.099055118
0.46,0.100367454
0.47,0.10167979
0.48,0.102992126
0.49,0.104304462
0.5,0.105616798
0.51,0.106929134
0.52,0.10824147
0.53,0.109553806
0.54,0.110866142
0.55,0.112178478
0.56,0.113490814
0.57,0.11480315
0.58,0.116115486
0.59,0.117427822
0.6,0.118740157
0.61,0.120065617
0.62,0.121706037
0.63,0.123346457
0.64,0.124986877
0.65,0.126627297
0.66,0.128267717
0.67,0.129908136
0.68,0.131548556
0.69,0.133188976
0.7,0.134829396
0.71,0.136469816
0.72,0.138110236
0.73,0.139750656
0.74,0.141391076
0.75,0.143031496
0.76,0.144671916
0.77,0.146312336
0.78,0.147952756
0.79,0.149593176
0.8,0.151233596
0.81,0.152874016
0.82,0.154514436
0.83,0.156154856
0.84,0.157795276
0.85,0.159435696
0.86,0.161076115
0.87,0.162716535
0.88,0.164356955
0.89,0.165997375
0.9,0.167637795
0.91,0.169278215
0.92,0.170367454
0.93,0.171023622
0.94,0.17167979
0.95,0.172335958
0.96,0.172992126
0.97,0.173648294
0.98,0.174304462
0.99,0.17496063
1,0.175616798
1.01,0.176272966
1.02,0.176929134
1.03,0.177585302
1.04,0.17824147
1.05,0.178897638
1.06,0.179553806
1.07,0.180209974
1.08,0.180866142
1.09,0.18152231
1.1,0.182178478
1.11,0.182834646
1.12,0.183490814
1.13,0.184146982
1.14,0.18480315
1.15,0.185459318
1.16,0.186115486
1.17,0.186771654
1.18,0.187427822
1.19,0.18808399
1.2,0.188740157
1.21,0.189396325
1.22,0.19007874
1.23,0.191062992
1.24,0.192047244
1.25,0.193031496
1.26,0.194015748
1.27,0.195
1.28,0.195984252
1.29,0.196968504
1.3,0.197952756
1.31,0.198937008
1.32,0.19992126
1.33,0.200905512
1.34,0.201889764
1.35,0.202874016
1.36,0.203858268
1.37,0.20484252
1.38,0.205826772
1.39,0.206811024
1.4,0.207795276
1.41,0.208779528
1.42,0.20976378
1.43,0.210748031
1.44,0.211732283
1.45,0.212716535
1.46,0.213700787
1.47,0.214685039
1.48,0.215669291
1.49,0.216653543
1.5,0.217637795
1.51,0.218622047
1.52,0.219606299
1.53,0.220393701
1.54,0.221049869
1.55,0.221706037
1.56,0.222362205
1.57,0.223018373
1.58,0.223674541
1.59,0.224330709
1.6,0.224986877
1.61,0.225643045
1.62,0.226299213
1.63,0.226955381
1.64,0.227611549
1.65,0.228267717
1.66,0.228923885
1.67,0.229580052
1.68,0.23023622
1.69,0.230892388
1.7,0.231548556
1.71,0.232204724
1.72,0.232860892
1.73,0.23351706
1.74,0.234173228
1.75,0.234829396
1.76,0.235485564
1.77,0.236141732
1.78,0.2367979
1.79,0.237454068
1.8,0.238110236
1.81,0.238766404
1.82,0.239422572
1.83,0.24003937
1.84,0.240367454
1.85,0.240695538
1.86,0.241023622
1.87,0.241351706
1.88,0.24167979
1.89,0.242007874
1.9,0.242335958
1.91,0.242664042
1.92,0.242992126
1.93,0.24332021
1.94,0.243648294
1.95,0.243976378
1.96,0.244304462
1.97,0.244632546
1.98,0.24496063
1.99,0.245288714
2,0.245616798
2.01,0.245944882
2.02,0.246272966
2.03,0.24660105
2.04,0.246929134
2.05,0.247257218
2.06,0.247585302
2.07,0.247913386
2.08,0.24824147
2.09,0.248569554
2.1,0.248897638
2.11,0.249225722
2.12,0.249553806
2.13,0.24988189
2.14,0.251049869
2.15,0.252690289
2.16,0.254330709
2.17,0.255971129
2.18,0.257611549
2.19,0.259251969
2.2,0.260892388
2.21,0.262532808
2.22,0.264173228
2.23,0.265813648
2.24,0.267454068
2.25,0.269094488
2.26,0.270734908
2.27,0.272375328
2.28,0.274015748
2.29,0.275656168
2.3,0.277296588
2.31,0.278937008
2.32,0.280577428
2.33,0.282217848
2.34,0.283858268
2.35,0.285498688
2.36,0.287139108
2.37,0.288779528
2.38,0.290419948
2.39,0.292060367
2.4,0.293700787
2.41,0.295341207
2.42,0.296981627
2.43,0.298622047
2.44,0.300262467
2.45,0.301902887
2.46,0.303543307
2.47,0.305183727
2.48,0.306824147
2.49,0.308464567
2.5,0.310104987
2.51,0.311745407
2.52,0.313385827
2.53,0.315026247
2.54,0.316666667
2.55,0.318307087
2.56,0.319947507
2.57,0.321587927
2.58,0.323228346
2.59,0.324868766
2.6,0.326509186
2.61,0.328149606
2.62,0.329790026
2.63,0.331430446
2.64,0.333070866
2.65,0.334711286
2.66,0.336351706
2.67,0.337992126
2.68,0.339632546
2.69,0.341272966
2.7,0.342913386
2.71,0.344553806
2.72,0.346194226
2.73,0.347834646
2.74,0.349475066
2.75,0.350669291
2.76,0.351653543
2.77,0.352637795
2.78,0.353622047
2.79,0.354606299
2.8,0.355590551
2.81,0.356574803
