wd(m),Factor
0.0,0.0
0.01,0.007
0.02,0.013
0.03,0.021
0.04,0.027
0.05,0.034
0.06,0.04
0.07,0.047
0.08,0.054
0.09,0.061
0.1,0.067
0.11,0.073
0.12,0.079
0.13,0.085
0.14,0.091
0.15,0.097
0.16,0.103
0.17,0.109
0.18,0.115
0.19,0.121
0.2,0.126
0.21,0.133
0.22,0.138
0.23,0.145
0.24,0.15
0.25,0.157
0.26,0.162
0.27,0.168
0.28,0.174
0.29,0.18
0.3,0.185
0.31,0.191
0.32,0.194
0.33,0.197
0.34,0.201
0.35,0.204
0.36,0.207
0.37,0.211
0.38,0.215
0.39,0.218
0.4,0.222
0.41,0.226
0.42,0.23
0.43,0.234
0.44,0.238
0.45,0.243
0.46,0.247
0.47,0.251
0.48,0.256
0.49,0.26
0.5,0.264
0.51,0.267
0.52,0.271
0.53,0.274
0.54,0.278
0.55,0.28
0.56,0.284
0.57,0.288
0.58,0.291
0.59,0.294
0.6,0.298
0.61,0.301
0.62,0.303
0.63,0.306
0.64,0.309
0.65,0.312
0.66,0.315
0.67,0.317
0.68,0.32
0.69,0.322
0.7,0.325
0.71,0.327
0.72,0.33
0.73,0.333
0.74,0.336
0.75,0.338
0.76,0.341
0.77,0.343
0.78,0.345
0.79,0.347
0.8,0.35
0.81,0.352
0.82,0.354
0.83,0.355
0.84,0.357
0.85,0.358
0.86,0.36
0.87,0.361
0.88,0.363
0.89,0.365
0.9,0.367
0.91,0.368
0.92,0.37
0.93,0.371
0.94,0.373
0.95,0.375
0.96,0.377
0.97,0.378
0.98,0.381
0.99,0.382
1.0,0.384
1.01,0.385
1.02,0.386
1.03,0.387
1.04,0.388
1.05,0.39
1.06,0.391
1.07,0.393
1.08,0.394
1.09,0.396
1.1,0.398
1.11,0.399
1.12,0.4
1.13,0.402
1.14,0.403
1.15,0.405
1.16,0.406
1.17,0.407
1.18,0.408
1.19,0.411
1.2,0.412
1.21,0.413
1.22,0.414
1.23,0.415
1.24,0.416
1.25,0.417
1.26,0.419
1.27,0.422
1.28,0.424
1.29,0.426
1.3,0.429
1.31,0.431
1.32,0.433
1.33,0.435
1.34,0.438
1.35,0.44
1.36,0.442
1.37,0.445
1.38,0.447
1.39,0.449
1.4,0.452
1.41,0.454
1.42,0.456
1.43,0.459
1.44,0.461
1.45,0.463
1.46,0.465
1.47,0.468
1.48,0.47
1.49,0.472
1.5,0.474
1.51,0.474
1.52,0.476
1.53,0.477
1.54,0.477
1.55,0.478
1.56,0.478
1.57,0.479
1.58,0.479
1.59,0.479
1.6,0.48
1.61,0.481
1.62,0.481
1.63,0.482
1.64,0.483
1.65,0.483
1.66,0.483
1.67,0.485
1.68,0.485
1.69,0.486
1.7,0.486
1.71,0.487
1.72,0.488
1.73,0.488
1.74,0.489
1.75,0.489
1.76,0.49
1.77,0.491
1.78,0.491
1.79,0.492
1.8,0.492
1.81,0.493
1.82,0.493
1.83,0.494
1.84,0.495
1.85,0.495
1.86,0.496
1.87,0.496
1.88,0.497
1.89,0.497
1.9,0.497
1.91,0.497
1.92,0.497
1.93,0.498
1.94,0.498
1.95,0.498
1.96,0.499
1.97,0.499
1.98,0.499
1.99,0.5
2.0,0.501
2.01,0.501
2.02,0.501
2.03,0.502
2.04,0.502
2.05,0.502
2.06,0.503
2.07,0.503
2.08,0.503
2.09,0.504
2.1,0.504
2.11,0.504
2.12,0.505
2.13,0.505
2.14,0.505
2.15,0.506
2.16,0.506
2.17,0.506
2.18,0.506
2.19,0.508
2.2,0.508
2.21,0.508
2.22,0.508
2.23,0.508
2.24,0.509
2.25,0.509
2.26,0.51
2.27,0.51
2.28,0.51
2.29,0.512
2.3,0.512
2.31,0.513
2.32,0.513
2.33,0.513
2.34,0.514
2.35,0.514
2.36,0.514
2.37,0.514
2.38,0.514
2.39,0.515
2.4,0.515
2.41,0.515
2.42,0.516
2.43,0.516
2.44,0.517
2.45,0.518
2.46,0.518
2.47,0.518
2.48,0.518
2.49,0.519
2.5,0.519
2.51,0.519
2.52,0.52
2.53,0.521
2.54,0.521
2.55,0.521
2.56,0.522
2.57,0.522
2.58,0.523
2.59,0.523
2.6,0.523
2.61,0.523
2.62,0.524
2.63,0.525
2.64,0.525
2.65,0.525
2.66,0.526
2.67,0.526
2.68,0.526
2.69,0.527
2.7,0.527
2.71,0.527
2.72,0.527
2.73,0.528
2.74,0.528
2.75,0.529
2.76,0.529
2.77,0.53
2.78,0.53
2.79,0.531
2.8,0.531
2.81,0.531
2.82,0.532
2.83,0.532
2.84,0.533
2.85,0.533
2.86,0.533
2.87,0.534
2.88,0.535
2.89,0.535
2.9,0.535
2.91,0.536
2.92,0.536
2.93,0.536
2.94,0.537
2.95,0.537
2.96,0.537
2.97,0.538
2.98,0.538
2.99,0.539
3.0,0.539
3.01,0.54
3.02,0.54
3.03,0.54
3.04,0.54
3.05,0.54
3.06,0.541
3.07,0.541
3.08,0.541
3.09,0.541
3.1,0.542
3.11,0.542
3.12,0.542
3.13,0.542
3.14,0.543
3.15,0.543
3.16,0.543
3.17,0.543
3.18,0.544
3.19,0.544
3.2,0.544
3.21,0.544
3.22,0.545
3.23,0.545
3.24,0.545
3.25,0.545
3.26,0.546
3.27,0.546
3.28,0.546
3.29,0.546
3.3,0.547
3.31,0.547
3.32,0.547
3.33,0.547
3.34,0.548
3.35,0.548
3.36,0.548
3.37,0.548
3.38,0.549
3.39,0.549
3.4,0.549
3.41,0.549
3.42,0.55
3.43,0.55
3.44,0.55
3.45,0.55
3.46,0.551
3.47,0.551
3.48,0.551
3.49,0.551
3.5,0.552
3.51,0.552
3.52,0.552
3.53,0.552
3.54,0.553
3.55,0.553
3.56,0.553
3.57,0.553
3.58,0.554
3.59,0.554
3.6,0.554
3.61,0.554
3.62,0.554
3.63,0.555
3.64,0.555
3.65,0.555
3.66,0.555
3.67,0.556
3.68,0.556
3.69,0.556
3.7,0.556
3.71,0.557
3.72,0.557
3.73,0.557
3.74,0.557
3.75,0.558
3.76,0.558
3.77,0.558
3.78,0.558
3.79,0.559
3.8,0.559
3.81,0.559
3.82,0.559
3.83,0.56
3.84,0.56
3.85,0.56
3.86,0.56
3.87,0.561
3.88,0.561
3.89,0.561
3.9,0.561
3.91,0.562
3.92,0.562
3.93,0.562
3.94,0.562
3.95,0.563
3.96,0.563
3.97,0.563
3.98,0.563
3.99,0.564
4.0,0.564
4.01,0.564
4.02,0.565
4.03,0.565
4.04,0.565
4.05,0.566
4.06,0.566
4.07,0.566
4.08,0.566
4.09,0.567
4.1,0.567
4.11,0.567
4.12,0.568
4.13,0.568
4.14,0.568
4.15,0.568
4.16,0.569
4.17,0.569
4.18,0.569
4.19,0.57
4.2,0.57
4.21,0.57
4.22,0.57
4.23,0.571
4.24,0.571
4.25,0.571
4.26,0.572
4.27,0.572
4.28,0.572
4.29,0.573
4.3,0.573
4.31,0.573
4.32,0.573
4.33,0.574
4.34,0.574
4.35,0.574
4.36,0.575
4.37,0.575
4.38,0.575
4.39,0.575
4.4,0.576
4.41,0.576
4.42,0.576
4.43,0.577
4.44,0.577
4.45,0.577
4.46,0.577
4.47,0.578
4.48,0.578
4.49,0.578
4.5,0.579
4.51,0.579
4.52,0.579
4.53,0.579
4.54,0.58
4.55,0.58
4.56,0.58
4.57,0.581
4.58,0.581
4.59,0.581
4.6,0.582
4.61,0.582
4.62,0.582
4.63,0.582
4.64,0.583
4.65,0.583
4.66,0.583
4.67,0.584
4.68,0.584
4.69,0.584
4.7,0.584
4.71,0.585
4.72,0.585
4.73,0.585
4.74,0.586
4.75,0.586
4.76,0.586
4.77,0.586
4.78,0.587
4.79,0.587
4.8,0.587
4.81,0.588
4.82,0.588
4.83,0.588
4.84,0.589
4.85,0.589
4.86,0.589
4.87,0.589
4.88,0.59
4.89,0.59
4.9,0.59
4.91,0.59
4.92,0.59
4.93,0.591
4.94,0.591
4.95,0.591
4.96,0.591
4.97,0.592
