wd(m),Factor
0.0,0.0
0.01,0.004
0.02,0.008
0.03,0.012
0.04,0.016
0.05,0.02
0.06,0.024
0.07,0.028
0.08,0.032
0.09,0.036
0.1,0.04
0.11,0.044
0.12,0.048
0.13,0.052
0.14,0.056
0.15,0.06
0.16,0.065
0.17,0.068
0.18,0.072
0.19,0.076
0.2,0.081
0.21,0.084
0.22,0.088
0.23,0.092
0.24,0.097
0.25,0.101
0.26,0.105
0.27,0.109
0.28,0.113
0.29,0.117
0.3,0.121
0.31,0.125
0.32,0.129
0.33,0.133
0.34,0.137
0.35,0.141
0.36,0.145
0.37,0.149
0.38,0.153
0.39,0.157
0.4,0.161
0.41,0.165
0.42,0.169
0.43,0.173
0.44,0.177
0.45,0.181
0.46,0.185
0.47,0.189
0.48,0.193
0.49,0.197
0.5,0.201
0.51,0.205
0.52,0.207
0.53,0.211
0.54,0.214
0.55,0.217
0.56,0.22
0.57,0.223
0.58,0.227
0.59,0.23
0.6,0.233
0.61,0.237
0.62,0.24
0.63,0.243
0.64,0.246
0.65,0.249
0.66,0.253
0.67,0.256
0.68,0.259
0.69,0.262
0.7,0.266
0.71,0.269
0.72,0.272
0.73,0.275
0.74,0.278
0.75,0.281
0.76,0.285
0.77,0.288
0.78,0.291
0.79,0.295
0.8,0.298
0.81,0.301
0.82,0.304
0.83,0.308
0.84,0.31
0.85,0.314
0.86,0.317
0.87,0.32
0.88,0.324
0.89,0.327
0.9,0.33
0.91,0.333
0.92,0.336
0.93,0.34
0.94,0.343
0.95,0.346
0.96,0.349
0.97,0.352
0.98,0.356
0.99,0.359
1.0,0.362
1.01,0.363
1.02,0.363
1.03,0.364
1.04,0.365
1.05,0.366
1.06,0.367
1.07,0.367
1.08,0.369
1.09,0.369
1.1,0.37
1.11,0.371
1.12,0.372
1.13,0.372
1.14,0.373
1.15,0.374
1.16,0.375
1.17,0.375
1.18,0.376
1.19,0.377
1.2,0.378
1.21,0.379
1.22,0.379
1.23,0.381
1.24,0.381
1.25,0.382
1.26,0.383
1.27,0.384
1.28,0.384
1.29,0.385
1.3,0.386
1.31,0.387
1.32,0.388
1.33,0.388
1.34,0.389
1.35,0.39
1.36,0.391
1.37,0.391
1.38,0.393
1.39,0.393
1.4,0.394
1.41,0.395
1.42,0.396
1.43,0.397
1.44,0.397
1.45,0.398
1.46,0.399
1.47,0.4
1.48,0.4
1.49,0.401
1.5,0.402
1.51,0.403
1.52,0.403
1.53,0.404
1.54,0.404
1.55,0.405
1.56,0.406
1.57,0.406
1.58,0.407
1.59,0.407
1.6,0.408
1.61,0.409
1.62,0.409
1.63,0.41
1.64,0.411
1.65,0.411
1.66,0.412
1.67,0.412
1.68,0.413
1.69,0.413
1.7,0.414
1.71,0.415
1.72,0.415
1.73,0.416
1.74,0.416
1.75,0.417
1.76,0.418
1.77,0.418
1.78,0.419
1.79,0.42
1.8,0.42
1.81,0.421
1.82,0.421
1.83,0.422
1.84,0.422
1.85,0.423
1.86,0.424
1.87,0.424
1.88,0.425
1.89,0.425
1.9,0.426
1.91,0.427
1.92,0.427
1.93,0.428
1.94,0.429
1.95,0.429
1.96,0.43
1.97,0.43
1.98,0.431
1.99,0.431
2.0,0.432
2.01,0.434
2.02,0.436
2.03,0.438
2.04,0.44
2.05,0.442
2.06,0.444
2.07,0.446
2.08,0.449
2.09,0.45
2.1,0.452
2.11,0.455
2.12,0.456
2.13,0.458
2.14,0.461
2.15,0.463
2.16,0.464
2.17,0.467
2.18,0.469
2.19,0.47
2.2,0.473
2.21,0.475
2.22,0.476
2.23,0.479
2.24,0.481
2.25,0.483
2.26,0.485
2.27,0.487
2.28,0.489
2.29,0.491
2.3,0.493
2.31,0.495
2.32,0.497
2.33,0.499
2.34,0.5
2.35,0.503
2.36,0.505
2.37,0.506
2.38,0.509
2.39,0.51
2.4,0.512
2.41,0.515
2.42,0.517
2.43,0.519
2.44,0.521
2.45,0.523
2.46,0.525
2.47,0.527
2.48,0.529
2.49,0.53
2.5,0.533
2.51,0.535
2.52,0.537
2.53,0.539
2.54,0.541
2.55,0.543
2.56,0.545
2.57,0.547
2.58,0.549
2.59,0.551
2.6,0.553
2.61,0.555
2.62,0.557
2.63,0.559
2.64,0.561
2.65,0.563
2.66,0.565
2.67,0.567
2.68,0.569
2.69,0.571
2.7,0.573
2.71,0.575
2.72,0.577
2.73,0.579
2.74,0.581
2.75,0.583
2.76,0.585
2.77,0.587
2.78,0.589
2.79,0.591
2.8,0.593
2.81,0.595
2.82,0.597
2.83,0.599
2.84,0.601
2.85,0.603
2.86,0.605
2.87,0.607
2.88,0.609
2.89,0.611
2.9,0.613
2.91,0.615
2.92,0.617
2.93,0.619
2.94,0.621
2.95,0.623
2.96,0.625
2.97,0.627
2.98,0.629
2.99,0.631
3.0,0.633
3.01,0.634
3.02,0.634
3.03,0.635
3.04,0.636
3.05,0.636
3.06,0.637
3.07,0.638
3.08,0.638
3.09,0.639
3.1,0.639
3.11,0.64
3.12,0.64
3.13,0.641
3.14,0.642
3.15,0.642
3.16,0.643
3.17,0.643
3.18,0.644
3.19,0.645
3.2,0.645
3.21,0.646
3.22,0.647
3.23,0.647
3.24,0.648
3.25,0.648
3.26,0.649
3.27,0.65
3.28,0.65
3.29,0.651
3.3,0.651
3.31,0.652
3.32,0.652
3.33,0.653
3.34,0.654
3.35,0.654
3.36,0.655
3.37,0.656
3.38,0.656
3.39,0.657
3.4,0.657
3.41,0.658
3.42,0.659
3.43,0.659
3.44,0.66
3.45,0.66
3.46,0.661
3.47,0.662
3.48,0.662
3.49,0.663
3.5,0.664
3.51,0.664
3.52,0.665
3.53,0.665
3.54,0.666
3.55,0.666
3.56,0.667
3.57,0.668
3.58,0.668
3.59,0.669
3.6,0.669
3.61,0.67
3.62,0.671
