wd(m),Factor
0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0.0397
0.42,0.0414
0.43,0.0431
0.44,0.0448
0.45,0.0465
0.46,0.0482
0.47,0.0499
0.48,0.0516
0.49,0.0533
0.5,0.055
0.51,0.0567
0.52,0.0584
0.53,0.0601
0.54,0.0618
0.55,0.0635
0.56,0.0652
0.57,0.0669
0.58,0.0686
0.59,0.0703
0.6,0.072
0.61,0.0737
0.62,0.0754
0.63,0.0771
0.64,0.0788
0.65,0.0805
0.66,0.0822
0.67,0.0839
0.68,0.0856
0.69,0.0873
0.7,0.089
0.71,0.0907
0.72,0.0924
0.73,0.0941
0.74,0.0958
0.75,0.0975
0.76,0.0992
0.77,0.1009
0.78,0.1026
0.79,0.1043
0.8,0.106
0.81,0.1077
0.82,0.1094
0.83,0.1111
0.84,0.1128
0.85,0.1145
0.86,0.1162
0.87,0.1179
0.88,0.1196
0.89,0.1213
0.9,0.123
0.91,0.1247
0.92,0.1264
0.93,0.1281
0.94,0.1298
0.95,0.1315
0.96,0.1332
0.97,0.1349
0.98,0.1366
0.99,0.1383
1,0.14
1.01,0.1417
1.02,0.1434
1.03,0.1451
1.04,0.1468
1.05,0.1485
1.06,0.1502
1.07,0.1519
1.08,0.1536
1.09,0.1553
1.1,0.157
1.11,0.1587
1.12,0.1604
1.13,0.1621
1.14,0.1638
1.15,0.1655
1.16,0.1672
1.17,0.1689
1.18,0.1706
1.19,0.1723
1.2,0.174
1.21,0.1757
1.22,0.1774
1.23,0.1791
1.24,0.1808
1.25,0.1825
1.26,0.1842
1.27,0.1859
1.28,0.1876
1.29,0.1893
1.3,0.191
1.31,0.1927
1.32,0.1944
1.33,0.1961
1.34,0.1978
1.35,0.1995
1.36,0.2012
1.37,0.2029
1.38,0.2046
1.39,0.2063
1.4,0.208
1.41,0.2097
1.42,0.2114
1.43,0.2131
1.44,0.2148
1.45,0.2165
1.46,0.2182
1.47,0.2199
1.48,0.2216
1.49,0.2233
1.5,0.225
1.51,0.2267
1.52,0.2284
1.53,0.2301
1.54,0.2318
1.55,0.2335
1.56,0.2352
1.57,0.2369
1.58,0.2386
1.59,0.2403
1.6,0.242
1.61,0.2437
1.62,0.2454
1.63,0.2471
1.64,0.2488
1.65,0.2505
1.66,0.2522
1.67,0.2539
1.68,0.2556
1.69,0.2573
1.7,0.259
1.71,0.2607
1.72,0.2624
1.73,0.2641
1.74,0.2658
1.75,0.2675
1.76,0.2692
1.77,0.2709
1.78,0.2726
1.79,0.2743
1.8,0.276
1.81,0.2777
1.82,0.2794
1.83,0.2811
1.84,0.2828
1.85,0.2845
1.86,0.2862
1.87,0.2879
1.88,0.2896
1.89,0.2913
1.9,0.293
1.91,0.2947
1.92,0.2964
1.93,0.2981
1.94,0.2998
1.95,0.3015
1.96,0.3032
1.97,0.3049
1.98,0.3066
1.99,0.3083
2,0.31
2.01,0.3117
2.02,0.3134
2.03,0.3151
2.04,0.3168
2.05,0.3185
2.06,0.3202
2.07,0.3219
2.08,0.3236
2.09,0.3253
2.1,0.327
2.11,0.3287
2.12,0.3304
2.13,0.3321
2.14,0.3338
2.15,0.3355
2.16,0.3372
2.17,0.3389
2.18,0.3406
2.19,0.3423
2.2,0.344
2.21,0.3457
2.22,0.3474
2.23,0.3491
2.24,0.3508
2.25,0.3525
2.26,0.3542
2.27,0.3559
2.28,0.3576
2.29,0.3593
2.3,0.361
2.31,0.3627
2.32,0.3644
2.33,0.3661
2.34,0.3678
2.35,0.3695
2.36,0.3712
2.37,0.3729
2.38,0.3746
2.39,0.3763
2.4,0.378
2.41,0.3797
2.42,0.3814
2.43,0.3831
2.44,0.3848
2.45,0.3865
2.46,0.3882
2.47,0.3899
2.48,0.3916
2.49,0.3933
2.5,0.395
2.51,0.3967
2.52,0.3984
2.53,0.4001
2.54,0.4018
2.55,0.4035
2.56,0.4052
2.57,0.4069
2.58,0.4086
2.59,0.4103
2.6,0.412
2.61,0.4137
2.62,0.4154
2.63,0.4171
2.64,0.4188
2.65,0.4205
2.66,0.4222
2.67,0.4239
2.68,0.4256
2.69,0.4273
2.7,0.429
2.71,0.4307
2.72,0.4324
2.73,0.4341
2.74,0.4358
2.75,0.4375
2.76,0.4392
2.77,0.4409
2.78,0.4426
2.79,0.4443
2.8,0.446
2.81,0.4477
2.82,0.4494
2.83,0.4511
2.84,0.4528
2.85,0.4545
2.86,0.4562
2.87,0.4579
2.88,0.4596
2.89,0.4613
2.9,0.463
2.91,0.4647
2.92,0.4664
2.93,0.4681
2.94,0.4698
2.95,0.4715
2.96,0.4732
2.97,0.4749
2.98,0.4766
2.99,0.4783
3,0.48
3.01,0.4817
3.02,0.4834
3.03,0.4851
3.04,0.4868
3.05,0.4885
3.06,0.4902
3.07,0.4919
3.08,0.4936
3.09,0.4953
3.1,0.497
3.11,0.4987
3.12,0.5004
3.13,0.5021
3.14,0.5038
3.15,0.5055
3.16,0.5072
3.17,0.5089
3.18,0.5106
3.19,0.5123
3.2,0.514
3.21,0.5157
3.22,0.5174
3.23,0.5191
3.24,0.5208
3.25,0.5225
3.26,0.5242
3.27,0.5259
3.28,0.5276
3.29,0.5293
3.3,0.531
3.31,0.5327
3.32,0.5344
3.33,0.5361
3.34,0.5378
3.35,0.5395
3.36,0.5412
3.37,0.5429
3.38,0.5446
3.39,0.5463
3.4,0.548
3.41,0.5497
3.42,0.5514
3.43,0.5531
3.44,0.5548
3.45,0.5565
3.46,0.5582
3.47,0.5599
3.48,0.5616
3.49,0.5633
3.5,0.565
3.51,0.5667
3.52,0.5684
3.53,0.5701
3.54,0.5718
3.55,0.5735
3.56,0.5752
3.57,0.5769
3.58,0.5786
3.59,0.5803
3.6,0.582
3.61,0.5837
3.62,0.5854
3.63,0.5871
3.64,0.5888
3.65,0.5905
3.66,0.5922
3.67,0.5939
3.68,0.5956
3.69,0.5973
3.7,0.599
3.71,0.6007
3.72,0.6024
3.73,0.6041
3.74,0.6058
3.75,0.6075
3.76,0.6092
3.77,0.6109
3.78,0.6126
3.79,0.6143
3.8,0.616
3.81,0.6177
3.82,0.6194
3.83,0.6211
3.84,0.6228
3.85,0.6245
3.86,0.6262
3.87,0.6279
3.88,0.6296
3.89,0.6313
3.9,0.633
3.91,0.6347
3.92,0.6364
3.93,0.6381
3.94,0.6398
3.95,0.6415
3.96,0.6432
3.97,0.6449
3.98,0.6466
3.99,0.6483
4,0.65
4.01,0.6517
4.02,0.6534
4.03,0.6551
4.04,0.6568
4.05,0.6585
4.06,0.6602
4.07,0.6619
4.08,0.6636
4.09,0.6653
4.1,0.667
4.11,0.6687
4.12,0.6704
4.13,0.6721
4.14,0.6738
4.15,0.6755
4.16,0.6772
4.17,0.6789
4.18,0.6806
4.19,0.6823
4.2,0.684
4.21,0.6857
4.22,0.6874
4.23,0.6891
4.24,0.6908
4.25,0.6925
4.26,0.6942
4.27,0.6959
4.28,0.6976
4.29,0.6993
4.3,0.701
4.31,0.7027
4.32,0.7044
4.33,0.7061
