wd(m),Factor
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.06,0.0
0.07,0.0
0.08,0.0
0.09,0.0
0.1,0.0
0.11,0.012
0.12,0.019
0.13,0.027
0.14,0.035
0.15,0.043
0.16,0.051
0.17,0.059
0.18,0.066
0.19,0.074
0.2,0.082
0.21,0.09
0.22,0.098
0.23,0.105
0.24,0.113
0.25,0.121
0.26,0.129
0.27,0.137
0.28,0.144
0.29,0.152
0.3,0.16
0.31,0.165
0.32,0.168
0.33,0.172
0.34,0.175
0.35,0.178
0.36,0.181
0.37,0.184
0.38,0.187
0.39,0.191
0.4,0.194
0.41,0.197
0.42,0.2
0.43,0.203
0.44,0.206
0.45,0.21
0.46,0.213
0.47,0.216
0.48,0.219
0.49,0.222
0.5,0.225
0.51,0.229
0.52,0.232
0.53,0.235
0.54,0.238
0.55,0.241
0.56,0.244
0.57,0.248
0.58,0.251
0.59,0.254
0.6,0.257
0.61,0.26
0.62,0.263
0.63,0.266
0.64,0.269
0.65,0.273
0.66,0.276
0.67,0.279
0.68,0.282
0.69,0.285
0.7,0.288
0.71,0.291
0.72,0.294
0.73,0.298
0.74,0.301
0.75,0.304
0.76,0.307
0.77,0.31
0.78,0.313
0.79,0.316
0.8,0.319
0.81,0.323
0.82,0.326
0.83,0.329
0.84,0.332
0.85,0.335
0.86,0.338
0.87,0.341
0.88,0.344
0.89,0.347
0.9,0.351
0.91,0.354
0.92,0.356
0.93,0.359
0.94,0.361
0.95,0.363
0.96,0.365
0.97,0.368
0.98,0.37
0.99,0.373
1.0,0.375
1.01,0.377
1.02,0.38
1.03,0.382
1.04,0.384
1.05,0.387
1.06,0.389
1.07,0.391
1.08,0.393
1.09,0.396
1.1,0.398
1.11,0.401
1.12,0.403
1.13,0.405
1.14,0.408
1.15,0.41
1.16,0.413
1.17,0.415
1.18,0.417
1.19,0.419
1.2,0.422
1.21,0.424
1.22,0.426
1.23,0.428
1.24,0.429
1.25,0.431
1.26,0.432
1.27,0.434
1.28,0.435
1.29,0.437
1.3,0.438
1.31,0.44
1.32,0.441
1.33,0.442
1.34,0.444
1.35,0.446
1.36,0.447
1.37,0.449
1.38,0.45
1.39,0.451
1.4,0.453
1.41,0.455
1.42,0.456
1.43,0.457
1.44,0.459
1.45,0.46
1.46,0.462
1.47,0.463
1.48,0.465
1.49,0.466
1.5,0.467
1.51,0.469
1.52,0.471
1.53,0.473
1.54,0.475
1.55,0.478
1.56,0.48
1.57,0.483
1.58,0.485
1.59,0.488
1.6,0.49
1.61,0.493
1.62,0.495
1.63,0.498
1.64,0.5
1.65,0.503
1.66,0.505
1.67,0.508
1.68,0.51
1.69,0.513
1.7,0.515
