wd(m),Factor
0.0,0.0
0.01,0.003
0.02,0.007
0.03,0.01
0.04,0.013
0.05,0.016
0.06,0.02
0.07,0.023
0.08,0.026
0.09,0.029
0.1,0.032
0.11,0.036
0.12,0.039
0.13,0.042
0.14,0.045
0.15,0.049
0.16,0.052
0.17,0.055
0.18,0.058
0.19,0.062
0.2,0.065
0.21,0.068
0.22,0.071
0.23,0.075
0.24,0.078
0.25,0.081
0.26,0.084
0.27,0.088
0.28,0.091
0.29,0.094
0.3,0.097
0.31,0.101
0.32,0.104
0.33,0.107
0.34,0.11
0.35,0.114
0.36,0.117
0.37,0.12
0.38,0.123
0.39,0.127
0.4,0.13
0.41,0.133
0.42,0.136
0.43,0.14
0.44,0.143
0.45,0.146
0.46,0.149
0.47,0.153
0.48,0.156
0.49,0.159
0.5,0.162
0.51,0.166
0.52,0.169
0.53,0.172
0.54,0.176
0.55,0.179
0.56,0.182
0.57,0.186
0.58,0.189
0.59,0.192
0.6,0.196
0.61,0.199
0.62,0.202
0.63,0.206
0.64,0.209
0.65,0.212
0.66,0.215
0.67,0.219
0.68,0.222
0.69,0.225
0.7,0.229
0.71,0.232
0.72,0.235
0.73,0.239
0.74,0.242
0.75,0.245
0.76,0.249
0.77,0.252
0.78,0.255
0.79,0.259
0.8,0.262
0.81,0.265
0.82,0.268
0.83,0.272
0.84,0.275
0.85,0.279
0.86,0.282
0.87,0.285
0.88,0.288
0.89,0.292
0.9,0.295
0.91,0.298
0.92,0.302
0.93,0.305
0.94,0.308
0.95,0.312
0.96,0.315
0.97,0.318
0.98,0.322
0.99,0.325
1.0,0.328
1.01,0.329
1.02,0.329
1.03,0.33
1.04,0.33
1.05,0.331
1.06,0.332
1.07,0.332
1.08,0.333
1.09,0.333
1.1,0.334
1.11,0.334
1.12,0.335
1.13,0.335
1.14,0.336
1.15,0.337
1.16,0.337
1.17,0.338
1.18,0.338
1.19,0.339
1.2,0.339
1.21,0.34
1.22,0.34
1.23,0.341
1.24,0.342
1.25,0.342
1.26,0.343
1.27,0.343
1.28,0.344
1.29,0.344
1.3,0.345
1.31,0.345
1.32,0.346
1.33,0.347
1.34,0.347
1.35,0.348
1.36,0.348
1.37,0.349
1.38,0.349
1.39,0.35
1.4,0.35
1.41,0.351
1.42,0.352
1.43,0.352
1.44,0.353
1.45,0.353
1.46,0.354
1.47,0.354
1.48,0.355
1.49,0.356
1.5,0.356
1.51,0.357
1.52,0.358
