wd(m),Factor
0.0,0.0
0.01,0.005
0.02,0.01
0.03,0.014
0.04,0.019
0.05,0.024
0.06,0.029
0.07,0.034
0.08,0.038
0.09,0.043
0.1,0.048
0.11,0.052
0.12,0.055
0.13,0.059
0.14,0.062
0.15,0.066
0.16,0.069
0.17,0.073
0.18,0.076
0.19,0.08
0.2,0.083
0.21,0.086
0.22,0.09
0.23,0.093
0.24,0.096
0.25,0.099
0.26,0.102
0.27,0.105
0.28,0.108
0.29,0.11
0.3,0.113
0.31,0.115
0.32,0.117
0.33,0.12
0.34,0.121
0.35,0.123
0.36,0.126
0.37,0.128
0.38,0.13
0.39,0.132
0.4,0.134
0.41,0.136
0.42,0.139
0.43,0.141
0.44,0.144
0.45,0.146
0.46,0.149
0.47,0.151
0.48,0.154
0.49,0.156
0.5,0.159
0.51,0.161
0.52,0.163
0.53,0.165
0.54,0.167
0.55,0.169
0.56,0.171
0.57,0.174
0.58,0.176
0.59,0.178
0.6,0.18
0.61,0.182
0.62,0.185
0.63,0.187
0.64,0.189
0.65,0.191
0.66,0.193
0.67,0.195
0.68,0.197
0.69,0.2
0.7,0.202
0.71,0.204
0.72,0.206
0.73,0.208
0.74,0.21
0.75,0.212
0.76,0.214
0.77,0.216
0.78,0.218
0.79,0.22
0.8,0.223
0.81,0.225
0.82,0.226
0.83,0.228
0.84,0.23
0.85,0.231
0.86,0.233
0.87,0.235
0.88,0.236
0.89,0.238
0.9,0.24
0.91,0.242
0.92,0.243
0.93,0.245
0.94,0.246
0.95,0.248
0.96,0.25
0.97,0.252
0.98,0.253
0.99,0.255
1.0,0.257
1.01,0.258
1.02,0.259
1.03,0.26
1.04,0.261
1.05,0.263
1.06,0.264
1.07,0.265
1.08,0.267
1.09,0.268
1.1,0.269
1.11,0.271
1.12,0.272
1.13,0.273
1.14,0.274
1.15,0.276
1.16,0.277
1.17,0.278
1.18,0.279
1.19,0.281
1.2,0.282
1.21,0.283
1.22,0.284
1.23,0.286
1.24,0.287
1.25,0.288
1.26,0.29
1.27,0.292
1.28,0.294
1.29,0.295
1.3,0.297
1.31,0.299
1.32,0.301
1.33,0.303
1.34,0.305
1.35,0.307
1.36,0.309
1.37,0.311
1.38,0.313
1.39,0.314
1.4,0.316
1.41,0.318
1.42,0.32
1.43,0.322
1.44,0.324
1.45,0.326
1.46,0.328
1.47,0.329
1.48,0.331
1.49,0.333
1.5,0.335
1.51,0.336
1.52,0.337
1.53,0.338
1.54,0.339
1.55,0.34
1.56,0.341
1.57,0.342
1.58,0.344
1.59,0.345
1.6,0.346
1.61,0.347
1.62,0.348
1.63,0.349
1.64,0.35
1.65,0.351
1.66,0.352
1.67,0.354
1.68,0.355
1.69,0.356
1.7,0.357
1.71,0.358
1.72,0.359
1.73,0.36
1.74,0.361
1.75,0.363
1.76,0.364
1.77,0.365
1.78,0.366
1.79,0.367
1.8,0.368
1.81,0.369
1.82,0.37
1.83,0.371
1.84,0.372
1.85,0.373
1.86,0.374
1.87,0.375
1.88,0.376
1.89,0.376
1.9,0.377
1.91,0.378
1.92,0.379
1.93,0.38
1.94,0.381
1.95,0.381
1.96,0.382
1.97,0.383
1.98,0.384
1.99,0.385
2.0,0.386
2.01,0.387
2.02,0.387
2.03,0.388
2.04,0.389
2.05,0.39
2.06,0.391
2.07,0.392
2.08,0.393
2.09,0.393
2.1,0.394
2.11,0.395
2.12,0.396
2.13,0.397
2.14,0.398
2.15,0.398
2.16,0.399
2.17,0.4
2.18,0.401
2.19,0.402
2.2,0.403
2.21,0.404
2.22,0.404
2.23,0.405
2.24,0.406
2.25,0.407
2.26,0.408
2.27,0.408
2.28,0.409
2.29,0.41
2.3,0.411
2.31,0.412
2.32,0.413
2.33,0.413
2.34,0.414
2.35,0.415
2.36,0.416
2.37,0.417
2.38,0.417
2.39,0.418
2.4,0.419
2.41,0.42
2.42,0.421
2.43,0.422
2.44,0.422
2.45,0.423
2.46,0.424
2.47,0.425
2.48,0.426
2.49,0.427
2.5,0.427
2.51,0.428
2.52,0.429
2.53,0.43
2.54,0.431
2.55,0.432
2.56,0.432
2.57,0.433
2.58,0.434
2.59,0.435
2.6,0.435
2.61,0.436
2.62,0.437
2.63,0.438
2.64,0.439
2.65,0.44
2.66,0.441
2.67,0.441
2.68,0.442
2.69,0.443
2.7,0.444
2.71,0.445
2.72,0.445
2.73,0.446
2.74,0.447
2.75,0.447
2.76,0.448
2.77,0.449
2.78,0.45
2.79,0.451
2.8,0.452
2.81,0.453
2.82,0.454
2.83,0.454
2.84,0.455
2.85,0.456
2.86,0.457
2.87,0.457
2.88,0.459
2.89,0.459
2.9,0.46
2.91,0.461
2.92,0.462
2.93,0.462
2.94,0.463
2.95,0.464
2.96,0.465
2.97,0.466
2.98,0.467
2.99,0.467
3.0,0.468
3.01,0.47
3.02,0.471
3.03,0.472
3.04,0.473
3.05,0.474
3.06,0.475
3.07,0.476
3.08,0.478
3.09,0.479
3.1,0.48
3.11,0.481
3.12,0.482
3.13,0.483
3.14,0.484
3.15,0.486
3.16,0.487
3.17,0.488
3.18,0.489
3.19,0.49
3.2,0.491
3.21,0.492
3.22,0.494
3.23,0.495
3.24,0.496
3.25,0.497
3.26,0.498
3.27,0.499
3.28,0.5
3.29,0.502
3.3,0.503
3.31,0.504
3.32,0.505
3.33,0.506
3.34,0.507
3.35,0.509
3.36,0.51
3.37,0.511
3.38,0.512
3.39,0.513
3.4,0.514
3.41,0.515
3.42,0.517
3.43,0.518
3.44,0.519
3.45,0.52
3.46,0.521
3.47,0.522
3.48,0.523
3.49,0.524
3.5,0.526
3.51,0.527
3.52,0.528
3.53,0.529
3.54,0.53
3.55,0.532
3.56,0.532
3.57,0.534
3.58,0.535
3.59,0.536
3.6,0.537
3.61,0.538
3.62,0.54
3.63,0.541
3.64,0.542
3.65,0.543
3.66,0.544
3.67,0.545
3.68,0.546
3.69,0.548
3.7,0.549
3.71,0.55
3.72,0.551
3.73,0.552
3.74,0.553
3.75,0.555
3.76,0.556
3.77,0.557
3.78,0.558
3.79,0.559
3.8,0.56
3.81,0.561
3.82,0.563
3.83,0.564
3.84,0.565
3.85,0.566
3.86,0.567
3.87,0.568
3.88,0.57
3.89,0.571
3.9,0.572
3.91,0.573
3.92,0.574
3.93,0.575
3.94,0.577
3.95,0.578
3.96,0.579
3.97,0.58
3.98,0.581
3.99,0.582
4.0,0.583
4.01,0.585
4.02,0.586
4.03,0.587
4.04,0.588
4.05,0.59
4.06,0.591
4.07,0.592
4.08,0.593
4.09,0.594
4.1,0.596
4.11,0.597
4.12,0.598
4.13,0.599
4.14,0.601
4.15,0.602
4.16,0.603
4.17,0.604
4.18,0.605
4.19,0.607
4.2,0.608
4.21,0.609
4.22,0.61
4.23,0.612
4.24,0.613
4.25,0.614
4.26,0.615
4.27,0.617
4.28,0.618
4.29,0.619
4.3,0.62
4.31,0.622
4.32,0.623
4.33,0.624
4.34,0.625
