wd(m),Factor
0.0,0.0
0.01,0.004
0.02,0.008
0.03,0.013
0.04,0.017
0.05,0.021
0.06,0.025
0.07,0.029
0.08,0.033
0.09,0.038
0.1,0.042
0.11,0.046
0.12,0.051
0.13,0.055
0.14,0.059
0.15,0.063
0.16,0.067
0.17,0.072
0.18,0.076
0.19,0.08
0.2,0.084
0.21,0.088
0.22,0.092
0.23,0.097
0.24,0.101
0.25,0.105
0.26,0.109
0.27,0.114
0.28,0.118
0.29,0.122
0.3,0.126
0.31,0.13
0.32,0.135
0.33,0.139
0.34,0.143
0.35,0.147
0.36,0.151
0.37,0.156
0.38,0.16
0.39,0.164
0.4,0.168
0.41,0.173
0.42,0.177
0.43,0.181
0.44,0.185
0.45,0.189
0.46,0.193
0.47,0.198
0.48,0.202
0.49,0.206
0.5,0.21
0.51,0.213
0.52,0.216
0.53,0.219
0.54,0.222
0.55,0.226
0.56,0.229
0.57,0.232
0.58,0.235
0.59,0.238
0.6,0.241
0.61,0.244
0.62,0.246
0.63,0.249
0.64,0.252
0.65,0.255
0.66,0.258
0.67,0.261
0.68,0.265
0.69,0.268
0.7,0.271
0.71,0.274
0.72,0.277
0.73,0.28
0.74,0.283
0.75,0.286
0.76,0.289
0.77,0.292
0.78,0.295
0.79,0.298
0.8,0.3
0.81,0.304
0.82,0.307
0.83,0.31
0.84,0.313
0.85,0.316
0.86,0.319
0.87,0.322
0.88,0.325
0.89,0.328
0.9,0.331
0.91,0.334
0.92,0.337
0.93,0.34
0.94,0.343
0.95,0.346
0.96,0.349
0.97,0.352
0.98,0.355
0.99,0.358
1.0,0.361
1.01,0.362
1.02,0.362
1.03,0.363
1.04,0.363
1.05,0.364
1.06,0.365
1.07,0.365
1.08,0.366
1.09,0.366
1.1,0.367
1.11,0.368
1.12,0.368
1.13,0.369
1.14,0.369
1.15,0.37
1.16,0.371
1.17,0.371
1.18,0.372
1.19,0.372
1.2,0.373
1.21,0.373
1.22,0.374
1.23,0.374
1.24,0.375
1.25,0.376
1.26,0.376
1.27,0.377
1.28,0.377
1.29,0.378
1.3,0.379
1.31,0.379
1.32,0.38
1.33,0.38
1.34,0.381
1.35,0.382
1.36,0.382
1.37,0.383
1.38,0.383
1.39,0.384
1.4,0.385
1.41,0.385
1.42,0.386
1.43,0.386
1.44,0.387
1.45,0.388
1.46,0.388
1.47,0.389
1.48,0.39
1.49,0.39
1.5,0.391
1.51,0.394
1.52,0.398
1.53,0.4
1.54,0.404
1.55,0.408
1.56,0.411
1.57,0.414
1.58,0.418
1.59,0.421
1.6,0.425
1.61,0.428
1.62,0.431
1.63,0.435
1.64,0.438
1.65,0.442
1.66,0.445
1.67,0.448
1.68,0.452
1.69,0.455
1.7,0.459
1.71,0.462
1.72,0.465
1.73,0.469
1.74,0.472
1.75,0.476
1.76,0.479
1.77,0.482
1.78,0.486
1.79,0.489
1.8,0.492
1.81,0.496
1.82,0.499
1.83,0.503
1.84,0.506
1.85,0.509
1.86,0.513
1.87,0.516
1.88,0.52
1.89,0.523
1.9,0.526
1.91,0.53
1.92,0.533
1.93,0.537
1.94,0.54
1.95,0.543
1.96,0.547
1.97,0.551
1.98,0.553
1.99,0.557
2.0,0.56
2.01,0.561
2.02,0.562
2.03,0.563
2.04,0.563
2.05,0.564
2.06,0.565
2.07,0.565
2.08,0.566
2.09,0.567
2.1,0.568
2.11,0.568
2.12,0.569
2.13,0.569
2.14,0.571
2.15,0.571
2.16,0.572
2.17,0.572
2.18,0.573
2.19,0.574
2.2,0.575
2.21,0.575
2.22,0.576
2.23,0.577
2.24,0.577
2.25,0.578
2.26,0.579
2.27,0.58
2.28,0.58
2.29,0.581
2.3,0.581
2.31,0.582
2.32,0.583
2.33,0.584
2.34,0.584
2.35,0.585
2.36,0.586
2.37,0.586
2.38,0.587
2.39,0.588
2.4,0.589
2.41,0.589
2.42,0.59
2.43,0.59
2.44,0.591
2.45,0.592
2.46,0.593
2.47,0.593
2.48,0.594
2.49,0.595
2.5,0.596
2.51,0.596
2.52,0.597
2.53,0.598
2.54,0.598
2.55,0.599
2.56,0.6
2.57,0.6
2.58,0.601
2.59,0.602
2.6,0.602
2.61,0.603
2.62,0.604
2.63,0.605
2.64,0.605
2.65,0.606
2.66,0.607
2.67,0.607
2.68,0.608
2.69,0.609
2.7,0.609
2.71,0.61
2.72,0.611
2.73,0.611
2.74,0.612
2.75,0.613
2.76,0.614
2.77,0.614
2.78,0.615
2.79,0.616
2.8,0.617
2.81,0.617
2.82,0.618
2.83,0.618
2.84,0.619
2.85,0.62
2.86,0.621
2.87,0.621
2.88,0.622
2.89,0.623
2.9,0.623
2.91,0.624
2.92,0.625
2.93,0.626
2.94,0.626
2.95,0.627
2.96,0.628
2.97,0.628
2.98,0.629
2.99,0.63
3.0,0.63
3.01,0.632
3.02,0.634
3.03,0.636
3.04,0.638
3.05,0.64
3.06,0.643
3.07,0.645
3.08,0.646
3.09,0.648
3.1,0.65
3.11,0.652
3.12,0.654
3.13,0.656
3.14,0.658
3.15,0.661
3.16,0.663
3.17,0.664
3.18,0.667
3.19,0.668
3.2,0.67
3.21,0.672
3.22,0.674
3.23,0.676
3.24,0.679
3.25,0.681
3.26,0.682
3.27,0.685
3.28,0.686
3.29,0.688
3.3,0.69
3.31,0.692
3.32,0.694
3.33,0.697
3.34,0.699
3.35,0.7
3.36,0.703
3.37,0.704
3.38,0.706
3.39,0.708
3.4,0.71
3.41,0.712
3.42,0.715
3.43,0.717
3.44,0.719
3.45,0.721
3.46,0.722
3.47,0.724
3.48,0.726
3.49,0.728
3.5,0.73
3.51,0.733
3.52,0.735
3.53,0.737
3.54,0.739
3.55,0.74
3.56,0.742
3.57,0.745
3.58,0.746
3.59,0.748
3.6,0.751
3.61,0.753
3.62,0.755
