wd(m),Factor
0.0,0.0
0.01,0.003
0.02,0.007
0.03,0.01
0.04,0.014
0.05,0.017
0.06,0.02
0.07,0.023
0.08,0.027
0.09,0.03
0.1,0.033
0.11,0.036
0.12,0.039
0.13,0.042
0.14,0.045
0.15,0.048
0.16,0.051
0.17,0.054
0.18,0.057
0.19,0.06
0.2,0.062
0.21,0.066
0.22,0.068
0.23,0.071
0.24,0.074
0.25,0.077
0.26,0.079
0.27,0.082
0.28,0.084
0.29,0.086
0.3,0.089
0.31,0.091
0.32,0.094
0.33,0.096
0.34,0.099
0.35,0.101
0.36,0.104
0.37,0.106
0.38,0.108
0.39,0.11
0.4,0.113
0.41,0.115
0.42,0.117
0.43,0.119
0.44,0.122
0.45,0.123
0.46,0.126
0.47,0.127
0.48,0.13
0.49,0.131
0.5,0.134
0.51,0.135
0.52,0.137
0.53,0.139
0.54,0.141
0.55,0.142
0.56,0.144
0.57,0.146
0.58,0.148
0.59,0.149
0.6,0.151
0.61,0.152
0.62,0.154
0.63,0.155
0.64,0.157
0.65,0.158
0.66,0.16
0.67,0.161
0.68,0.163
0.69,0.164
0.7,0.165
0.71,0.166
0.72,0.168
0.73,0.169
0.74,0.17
0.75,0.172
0.76,0.172
0.77,0.174
0.78,0.174
0.79,0.176
0.8,0.176
0.81,0.178
0.82,0.178
0.83,0.179
0.84,0.18
0.85,0.181
0.86,0.182
0.87,0.183
0.88,0.183
0.89,0.184
0.9,0.185
0.91,0.185
0.92,0.186
0.93,0.187
0.94,0.187
0.95,0.188
0.96,0.188
0.97,0.189
0.98,0.189
0.99,0.189
1.0,0.19
1.01,0.191
1.02,0.191
1.03,0.192
1.04,0.192
1.05,0.193
1.06,0.193
1.07,0.193
1.08,0.193
1.09,0.194
1.1,0.195
1.11,0.195
1.12,0.196
1.13,0.196
1.14,0.197
1.15,0.197
1.16,0.198
1.17,0.198
1.18,0.198
1.19,0.199
1.2,0.199
1.21,0.2
1.22,0.2
1.23,0.201
1.24,0.201
1.25,0.202
1.26,0.203
1.27,0.203
1.28,0.203
1.29,0.204
1.3,0.204
1.31,0.205
1.32,0.205
1.33,0.206
1.34,0.206
1.35,0.207
1.36,0.207
1.37,0.208
1.38,0.208
1.39,0.209
1.4,0.209
1.41,0.209
1.42,0.21
1.43,0.211
1.44,0.211
1.45,0.212
1.46,0.212
1.47,0.213
1.48,0.213
1.49,0.214
1.5,0.214
1.51,0.214
1.52,0.215
