wd(m),Factor
0.0,0.0
0.01,0.005
0.02,0.01
0.03,0.015
0.04,0.02
0.05,0.024
0.06,0.029
0.07,0.034
0.08,0.039
0.09,0.044
0.1,0.048
0.11,0.053
0.12,0.058
0.13,0.063
0.14,0.068
0.15,0.072
0.16,0.077
0.17,0.082
0.18,0.087
0.19,0.092
0.2,0.097
0.21,0.102
0.22,0.106
0.23,0.111
0.24,0.116
0.25,0.121
0.26,0.126
0.27,0.131
0.28,0.135
0.29,0.141
0.3,0.145
0.31,0.15
0.32,0.155
0.33,0.159
0.34,0.164
0.35,0.169
0.36,0.174
0.37,0.179
0.38,0.184
0.39,0.188
0.4,0.193
0.41,0.198
0.42,0.203
0.43,0.208
0.44,0.213
0.45,0.218
0.46,0.222
0.47,0.227
0.48,0.232
0.49,0.237
0.5,0.242
0.51,0.245
0.52,0.248
0.53,0.251
0.54,0.254
0.55,0.258
0.56,0.261
0.57,0.264
0.58,0.267
0.59,0.271
0.6,0.274
0.61,0.277
0.62,0.28
0.63,0.283
0.64,0.287
0.65,0.29
0.66,0.293
0.67,0.296
0.68,0.3
0.69,0.303
0.7,0.306
0.71,0.309
0.72,0.312
0.73,0.315
0.74,0.319
0.75,0.322
0.76,0.325
0.77,0.329
0.78,0.332
0.79,0.335
0.8,0.338
0.81,0.341
0.82,0.344
0.83,0.348
0.84,0.351
0.85,0.354
0.86,0.357
0.87,0.361
0.88,0.364
0.89,0.367
0.9,0.37
0.91,0.373
0.92,0.377
0.93,0.38
0.94,0.383
0.95,0.386
0.96,0.39
0.97,0.393
0.98,0.396
0.99,0.399
1.0,0.402
1.01,0.403
1.02,0.404
1.03,0.405
1.04,0.406
1.05,0.407
1.06,0.409
1.07,0.409
1.08,0.41
1.09,0.412
1.1,0.413
1.11,0.413
1.12,0.414
1.13,0.416
1.14,0.417
1.15,0.418
1.16,0.418
1.17,0.42
1.18,0.421
1.19,0.422
1.2,0.422
1.21,0.424
1.22,0.425
1.23,0.426
1.24,0.427
1.25,0.428
1.26,0.429
1.27,0.43
1.28,0.431
1.29,0.432
1.3,0.433
1.31,0.434
1.32,0.435
1.33,0.436
1.34,0.437
1.35,0.438
1.36,0.439
1.37,0.44
1.38,0.441
1.39,0.442
1.4,0.443
1.41,0.444
1.42,0.445
1.43,0.446
1.44,0.447
1.45,0.448
1.46,0.449
1.47,0.45
1.48,0.451
1.49,0.452
1.5,0.453
1.51,0.454
1.52,0.455
1.53,0.457
1.54,0.458
1.55,0.458
1.56,0.459
1.57,0.46
1.58,0.461
1.59,0.463
1.6,0.464
1.61,0.465
1.62,0.465
1.63,0.466
1.64,0.467
1.65,0.469
1.66,0.47
1.67,0.471
1.68,0.471
1.69,0.473
1.7,0.474
1.71,0.475
1.72,0.476
1.73,0.477
1.74,0.477
1.75,0.479
1.76,0.48
1.77,0.481
1.78,0.482
1.79,0.483
1.8,0.483
1.81,0.485
1.82,0.486
1.83,0.487
1.84,0.488
1.85,0.489
1.86,0.49
1.87,0.491
1.88,0.492
1.89,0.493
1.9,0.494
1.91,0.495
1.92,0.496
1.93,0.497
1.94,0.498
1.95,0.499
1.96,0.5
1.97,0.501
1.98,0.502
1.99,0.503
2.0,0.504
2.01,0.506
2.02,0.508
2.03,0.509
2.04,0.511
2.05,0.513
2.06,0.515
2.07,0.517
2.08,0.519
2.09,0.52
2.1,0.522
2.11,0.524
2.12,0.526
2.13,0.528
2.14,0.529
2.15,0.531
2.16,0.533
2.17,0.535
2.18,0.537
2.19,0.539
2.2,0.54
2.21,0.542
2.22,0.544
2.23,0.546
2.24,0.548
2.25,0.549
2.26,0.551
2.27,0.553
2.28,0.555
2.29,0.557
2.3,0.559
2.31,0.56
2.32,0.562
2.33,0.564
2.34,0.566
2.35,0.568
2.36,0.569
2.37,0.571
2.38,0.573
2.39,0.575
2.4,0.577
2.41,0.578
2.42,0.58
2.43,0.582
2.44,0.584
2.45,0.586
2.46,0.588
2.47,0.589
2.48,0.591
2.49,0.593
2.5,0.595
2.51,0.597
2.52,0.598
2.53,0.6
2.54,0.602
2.55,0.604
2.56,0.606
2.57,0.608
2.58,0.609
2.59,0.611
2.6,0.613
2.61,0.615
2.62,0.617
2.63,0.618
2.64,0.62
2.65,0.622
2.66,0.624
2.67,0.626
2.68,0.627
2.69,0.63
2.7,0.631
2.71,0.633
2.72,0.635
2.73,0.637
2.74,0.638
2.75,0.64
2.76,0.642
2.77,0.644
2.78,0.646
2.79,0.647
2.8,0.649
2.81,0.651
2.82,0.653
2.83,0.655
2.84,0.657
2.85,0.659
2.86,0.66
2.87,0.662
2.88,0.664
2.89,0.666
2.9,0.667
2.91,0.67
2.92,0.671
2.93,0.673
2.94,0.675
2.95,0.676
2.96,0.679
2.97,0.68
2.98,0.682
2.99,0.684
3.0,0.686
3.01,0.687
3.02,0.688
3.03,0.689
3.04,0.69
3.05,0.691
3.06,0.693
3.07,0.693
3.08,0.695
3.09,0.696
3.1,0.697
3.11,0.698
3.12,0.699
3.13,0.7
3.14,0.701
3.15,0.703
3.16,0.703
3.17,0.705
3.18,0.706
3.19,0.707
3.2,0.708
3.21,0.709
3.22,0.71
3.23,0.711
3.24,0.713
3.25,0.713
3.26,0.715
3.27,0.715
3.28,0.717
3.29,0.718
3.3,0.719
3.31,0.72
3.32,0.721
3.33,0.722
3.34,0.723
3.35,0.725
3.36,0.726
3.37,0.727
3.38,0.728
3.39,0.729
3.4,0.73
3.41,0.731
3.42,0.732
3.43,0.734
3.44,0.735
3.45,0.736
3.46,0.737
3.47,0.738
3.48,0.739
3.49,0.74
3.5,0.741
3.51,0.742
3.52,0.744
3.53,0.744
3.54,0.746
3.55,0.747
3.56,0.748
3.57,0.749
3.58,0.75
3.59,0.751
3.6,0.752
3.61,0.754
3.62,0.754
3.63,0.756
3.64,0.757
3.65,0.758
3.66,0.759
3.67,0.76
3.68,0.761
3.69,0.762
3.7,0.763
3.71,0.764
3.72,0.766
3.73,0.767
3.74,0.768
3.75,0.769
3.76,0.77
3.77,0.771
3.78,0.772
3.79,0.773
3.8,0.775
3.81,0.776
3.82,0.777
3.83,0.778
3.84,0.779
3.85,0.78
3.86,0.781
3.87,0.783
3.88,0.783
3.89,0.785
3.9,0.785
3.91,0.787
3.92,0.788
3.93,0.789
3.94,0.79
3.95,0.791
3.96,0.792
3.97,0.793
3.98,0.795
3.99,0.795
4.0,0.797
4.01,0.798
4.02,0.799
4.03,0.801
4.04,0.802
4.05,0.804
4.06,0.805
4.07,0.807
4.08,0.808
4.09,0.81
4.1,0.811
4.11,0.812
4.12,0.814
4.13,0.815
4.14,0.816
4.15,0.818
4.16,0.82
4.17,0.821
4.18,0.822
4.19,0.824
4.2,0.825
4.21,0.827
4.22,0.828
4.23,0.829
4.24,0.83
4.25,0.832
4.26,0.833
4.27,0.835
4.28,0.836
4.29,0.837
4.3,0.839
4.31,0.84
4.32,0.842
4.33,0.843
4.34,0.845
