wd(m),Factor
0.0,0.0
0.01,0.003
0.02,0.006
0.03,0.01
0.04,0.013
0.05,0.016
0.06,0.019
0.07,0.022
0.08,0.025
0.09,0.029
0.1,0.032
0.11,0.035
0.12,0.038
0.13,0.041
0.14,0.044
0.15,0.047
0.16,0.051
0.17,0.054
0.18,0.057
0.19,0.06
0.2,0.063
0.21,0.067
0.22,0.07
0.23,0.073
0.24,0.076
0.25,0.079
0.26,0.082
0.27,0.085
0.28,0.089
0.29,0.092
0.3,0.095
0.31,0.098
0.32,0.101
0.33,0.105
0.34,0.108
0.35,0.111
0.36,0.114
0.37,0.117
0.38,0.12
0.39,0.124
0.4,0.127
0.41,0.13
0.42,0.133
0.43,0.136
0.44,0.139
0.45,0.143
0.46,0.146
0.47,0.149
0.48,0.152
0.49,0.155
0.5,0.158
0.51,0.16
0.52,0.162
0.53,0.163
0.54,0.165
0.55,0.166
0.56,0.168
0.57,0.17
0.58,0.171
0.59,0.173
0.6,0.175
0.61,0.176
0.62,0.178
0.63,0.179
0.64,0.181
0.65,0.182
0.66,0.184
0.67,0.186
0.68,0.187
0.69,0.189
0.7,0.191
0.71,0.192
0.72,0.194
0.73,0.195
0.74,0.197
0.75,0.199
0.76,0.2
0.77,0.202
0.78,0.203
0.79,0.205
0.8,0.206
0.81,0.208
0.82,0.21
0.83,0.211
0.84,0.213
0.85,0.214
0.86,0.216
0.87,0.218
0.88,0.219
0.89,0.221
0.9,0.223
0.91,0.224
0.92,0.226
0.93,0.227
0.94,0.229
0.95,0.231
0.96,0.232
0.97,0.234
0.98,0.235
0.99,0.237
1.0,0.238
1.01,0.24
1.02,0.242
1.03,0.243
1.04,0.245
1.05,0.246
1.06,0.248
1.07,0.25
1.08,0.251
1.09,0.253
1.1,0.254
1.11,0.256
1.12,0.258
1.13,0.259
1.14,0.261
1.15,0.262
1.16,0.264
1.17,0.265
1.18,0.267
1.19,0.269
1.2,0.27
1.21,0.272
1.22,0.273
1.23,0.275
1.24,0.277
1.25,0.278
1.26,0.28
1.27,0.281
1.28,0.283
1.29,0.285
1.3,0.286
1.31,0.288
1.32,0.289
1.33,0.291
1.34,0.292
1.35,0.294
1.36,0.296
1.37,0.297
1.38,0.299
1.39,0.3
1.4,0.302
1.41,0.304
1.42,0.305
1.43,0.307
1.44,0.308
1.45,0.31
1.46,0.311
1.47,0.313
1.48,0.315
1.49,0.316
1.5,0.318
1.51,0.319
1.52,0.321
