wd(m),Factor
0.0,0.0
0.01,0.004
0.02,0.007
0.03,0.011
0.04,0.015
0.05,0.018
0.06,0.022
0.07,0.025
0.08,0.029
0.09,0.033
0.1,0.036
0.11,0.04
0.12,0.044
0.13,0.047
0.14,0.051
0.15,0.055
0.16,0.058
0.17,0.062
0.18,0.065
0.19,0.069
0.2,0.073
0.21,0.076
0.22,0.08
0.23,0.084
0.24,0.087
0.25,0.091
0.26,0.095
0.27,0.098
0.28,0.102
0.29,0.105
0.3,0.109
0.31,0.113
0.32,0.116
0.33,0.12
0.34,0.124
0.35,0.127
0.36,0.131
0.37,0.134
0.38,0.138
0.39,0.142
0.4,0.145
0.41,0.149
0.42,0.153
0.43,0.156
0.44,0.16
0.45,0.164
0.46,0.167
0.47,0.171
0.48,0.174
0.49,0.178
0.5,0.182
0.51,0.184
0.52,0.187
0.53,0.19
0.54,0.192
0.55,0.195
0.56,0.198
0.57,0.2
0.58,0.203
0.59,0.206
0.6,0.209
0.61,0.211
0.62,0.214
0.63,0.217
0.64,0.219
0.65,0.222
0.66,0.225
0.67,0.227
0.68,0.23
0.69,0.233
0.7,0.236
0.71,0.238
0.72,0.241
0.73,0.243
0.74,0.246
0.75,0.249
0.76,0.252
0.77,0.254
0.78,0.257
0.79,0.26
0.8,0.262
0.81,0.265
0.82,0.268
0.83,0.27
0.84,0.273
0.85,0.276
0.86,0.278
0.87,0.281
0.88,0.284
0.89,0.286
0.9,0.289
0.91,0.292
0.92,0.295
0.93,0.297
0.94,0.3
0.95,0.303
0.96,0.305
0.97,0.308
0.98,0.311
0.99,0.314
1.0,0.316
1.01,0.318
1.02,0.319
1.03,0.32
1.04,0.321
1.05,0.322
1.06,0.324
1.07,0.325
1.08,0.326
1.09,0.327
1.1,0.329
1.11,0.33
1.12,0.331
1.13,0.332
1.14,0.334
1.15,0.335
1.16,0.336
1.17,0.337
1.18,0.339
1.19,0.34
1.2,0.341
1.21,0.342
1.22,0.344
1.23,0.345
1.24,0.346
1.25,0.347
1.26,0.349
1.27,0.35
1.28,0.351
1.29,0.352
1.3,0.354
1.31,0.355
1.32,0.356
1.33,0.357
1.34,0.359
1.35,0.36
1.36,0.361
1.37,0.362
1.38,0.363
1.39,0.365
1.4,0.366
1.41,0.367
1.42,0.369
1.43,0.37
1.44,0.371
1.45,0.372
1.46,0.373
1.47,0.375
1.48,0.376
1.49,0.377
1.5,0.378
1.51,0.38
1.52,0.381
1.53,0.383
1.54,0.384
1.55,0.386
1.56,0.387
1.57,0.388
1.58,0.39
1.59,0.391
1.6,0.392
1.61,0.394
1.62,0.395
1.63,0.397
1.64,0.398
1.65,0.399
1.66,0.401
1.67,0.402
1.68,0.403
1.69,0.405
1.7,0.406
1.71,0.408
1.72,0.409
1.73,0.411
1.74,0.412
1.75,0.413
1.76,0.415
1.77,0.416
1.78,0.417
1.79,0.419
1.8,0.42
1.81,0.421
1.82,0.423
1.83,0.424
1.84,0.426
1.85,0.427
1.86,0.428
1.87,0.43
1.88,0.431
1.89,0.433
1.9,0.434
1.91,0.435
1.92,0.437
1.93,0.438
1.94,0.44
1.95,0.441
1.96,0.442
1.97,0.444
1.98,0.445
1.99,0.446
2.0,0.448
2.01,0.449
2.02,0.45
2.03,0.451
2.04,0.452
2.05,0.453
2.06,0.455
2.07,0.455
2.08,0.457
2.09,0.458
2.1,0.459
2.11,0.46
2.12,0.461
2.13,0.462
2.14,0.463
2.15,0.464
2.16,0.465
2.17,0.467
2.18,0.468
2.19,0.469
2.2,0.47
2.21,0.471
2.22,0.472
2.23,0.473
2.24,0.474
2.25,0.476
2.26,0.477
2.27,0.478
2.28,0.479
2.29,0.48
2.3,0.481
2.31,0.482
2.32,0.483
2.33,0.484
2.34,0.486
2.35,0.487
2.36,0.488
2.37,0.489
2.38,0.49
2.39,0.491
2.4,0.492
2.41,0.493
2.42,0.494
2.43,0.495
2.44,0.496
2.45,0.498
2.46,0.499
2.47,0.5
2.48,0.501
2.49,0.502
2.5,0.503
2.51,0.504
2.52,0.505
2.53,0.507
2.54,0.508
2.55,0.509
2.56,0.51
2.57,0.511
2.58,0.512
2.59,0.513
2.6,0.514
2.61,0.515
2.62,0.516
2.63,0.518
2.64,0.519
2.65,0.52
2.66,0.521
2.67,0.522
2.68,0.523
2.69,0.524
2.7,0.525
2.71,0.526
2.72,0.527
2.73,0.529
2.74,0.53
2.75,0.531
2.76,0.532
2.77,0.533
2.78,0.534
2.79,0.535
2.8,0.536
2.81,0.537
2.82,0.538
2.83,0.54
2.84,0.541
2.85,0.542
2.86,0.543
2.87,0.544
2.88,0.545
2.89,0.546
2.9,0.547
2.91,0.548
2.92,0.55
2.93,0.551
2.94,0.552
2.95,0.553
2.96,0.554
2.97,0.555
2.98,0.556
2.99,0.557
3.0,0.558
3.01,0.56
3.02,0.56
3.03,0.561
3.04,0.562
3.05,0.563
3.06,0.564
3.07,0.565
3.08,0.566
3.09,0.567
3.1,0.568
3.11,0.569
3.12,0.569
3.13,0.57
3.14,0.571
3.15,0.572
3.16,0.573
3.17,0.574
3.18,0.575
3.19,0.576
3.2,0.577
3.21,0.578
3.22,0.579
3.23,0.58
3.24,0.58
3.25,0.581
3.26,0.582
3.27,0.583
3.28,0.584
3.29,0.585
3.3,0.586
3.31,0.587
3.32,0.588
3.33,0.589
3.34,0.59
3.35,0.591
3.36,0.592
3.37,0.592
3.38,0.593
3.39,0.594
3.4,0.595
3.41,0.596
3.42,0.597
3.43,0.598
3.44,0.599
3.45,0.6
3.46,0.601
3.47,0.602
3.48,0.603
3.49,0.604
3.5,0.604
3.51,0.605
3.52,0.606
3.53,0.607
3.54,0.608
3.55,0.609
3.56,0.61
3.57,0.611
3.58,0.612
3.59,0.613
3.6,0.614
3.61,0.614
3.62,0.615
