wd(m),Factor
0.0,0.0
0.01,0.006
0.02,0.013
0.03,0.019
0.04,0.025
0.05,0.031
0.06,0.037
0.07,0.043
0.08,0.05
0.09,0.056
0.1,0.062
0.11,0.067
0.12,0.069
0.13,0.071
0.14,0.074
0.15,0.076
0.16,0.078
0.17,0.081
0.18,0.083
0.19,0.085
0.2,0.087
0.21,0.09
0.22,0.092
0.23,0.095
0.24,0.097
0.25,0.099
0.26,0.101
0.27,0.104
0.28,0.106
0.29,0.108
0.3,0.111
0.31,0.113
0.32,0.114
0.33,0.117
0.34,0.118
0.35,0.12
0.36,0.122
0.37,0.124
0.38,0.125
0.39,0.127
0.4,0.129
0.41,0.132
0.42,0.135
0.43,0.138
0.44,0.141
0.45,0.144
0.46,0.147
0.47,0.149
0.48,0.152
0.49,0.155
0.5,0.159
0.51,0.161
0.52,0.164
0.53,0.167
0.54,0.17
0.55,0.173
0.56,0.176
0.57,0.179
0.58,0.181
0.59,0.185
0.6,0.188
0.61,0.19
0.62,0.193
0.63,0.196
0.64,0.198
0.65,0.201
0.66,0.203
0.67,0.206
0.68,0.208
0.69,0.211
0.7,0.214
0.71,0.216
0.72,0.219
0.73,0.221
0.74,0.224
0.75,0.226
0.76,0.229
0.77,0.232
0.78,0.234
0.79,0.237
0.8,0.24
0.81,0.241
0.82,0.243
0.83,0.244
0.84,0.246
0.85,0.248
0.86,0.25
0.87,0.251
0.88,0.253
0.89,0.255
0.9,0.256
0.91,0.258
0.92,0.259
0.93,0.261
0.94,0.263
0.95,0.264
0.96,0.266
0.97,0.267
0.98,0.269
0.99,0.271
1.0,0.272
1.01,0.274
1.02,0.275
1.03,0.277
1.04,0.279
1.05,0.28
1.06,0.282
1.07,0.284
1.08,0.285
1.09,0.286
1.1,0.288
1.11,0.29
1.12,0.291
1.13,0.293
1.14,0.295
1.15,0.296
1.16,0.298
1.17,0.299
1.18,0.301
1.19,0.302
1.2,0.304
1.21,0.305
1.22,0.307
1.23,0.309
1.24,0.31
1.25,0.312
1.26,0.315
1.27,0.319
1.28,0.322
1.29,0.326
1.3,0.33
1.31,0.333
1.32,0.336
1.33,0.341
1.34,0.344
1.35,0.347
1.36,0.351
1.37,0.355
1.38,0.358
1.39,0.362
1.4,0.366
1.41,0.369
1.42,0.373
1.43,0.376
1.44,0.38
1.45,0.384
1.46,0.387
1.47,0.391
1.48,0.394
1.49,0.398
1.5,0.402
1.51,0.402
1.52,0.403
1.53,0.404
1.54,0.405
1.55,0.406
1.56,0.407
1.57,0.408
1.58,0.409
1.59,0.41
1.6,0.41
1.61,0.411
1.62,0.412
1.63,0.413
1.64,0.414
1.65,0.415
1.66,0.415
1.67,0.416
1.68,0.417
1.69,0.418
1.7,0.419
1.71,0.419
1.72,0.42
1.73,0.421
1.74,0.422
1.75,0.423
1.76,0.423
1.77,0.424
1.78,0.425
1.79,0.426
1.8,0.427
1.81,0.428
1.82,0.428
1.83,0.429
1.84,0.43
1.85,0.43
1.86,0.431
1.87,0.431
1.88,0.432
1.89,0.432
1.9,0.433
1.91,0.433
1.92,0.434
1.93,0.434
1.94,0.435
1.95,0.435
1.96,0.436
1.97,0.436
1.98,0.437
1.99,0.437
2.0,0.437
2.01,0.438
2.02,0.439
2.03,0.439
2.04,0.44
2.05,0.44
2.06,0.44
2.07,0.441
2.08,0.441
2.09,0.442
2.1,0.443
2.11,0.443
2.12,0.443
2.13,0.444
2.14,0.445
2.15,0.445
2.16,0.446
2.17,0.446
2.18,0.447
2.19,0.447
2.2,0.448
2.21,0.448
2.22,0.449
2.23,0.449
2.24,0.449
2.25,0.45
2.26,0.45
2.27,0.451
2.28,0.451
2.29,0.452
2.3,0.452
2.31,0.453
2.32,0.453
2.33,0.454
2.34,0.454
2.35,0.455
2.36,0.455
2.37,0.456
2.38,0.456
2.39,0.457
2.4,0.457
2.41,0.458
2.42,0.458
2.43,0.459
2.44,0.459
2.45,0.46
2.46,0.46
2.47,0.46
2.48,0.461
2.49,0.461
2.5,0.462
2.51,0.462
2.52,0.462
2.53,0.463
2.54,0.463
2.55,0.464
2.56,0.464
2.57,0.465
2.58,0.465
2.59,0.465
2.6,0.466
2.61,0.466
2.62,0.467
2.63,0.467
2.64,0.467
2.65,0.468
2.66,0.468
2.67,0.469
2.68,0.469
2.69,0.47
2.7,0.47
2.71,0.47
2.72,0.471
2.73,0.471
2.74,0.472
2.75,0.472
2.76,0.472
2.77,0.473
2.78,0.473
2.79,0.473
2.8,0.474
2.81,0.474
2.82,0.474
2.83,0.475
2.84,0.475
2.85,0.475
2.86,0.475
2.87,0.475
2.88,0.476
2.89,0.476
2.9,0.476
2.91,0.477
2.92,0.477
2.93,0.477
2.94,0.478
2.95,0.478
2.96,0.478
2.97,0.479
2.98,0.479
2.99,0.479
3.0,0.48
3.01,0.48
3.02,0.48
3.03,0.481
3.04,0.481
3.05,0.481
3.06,0.482
3.07,0.482
3.08,0.483
3.09,0.483
3.1,0.484
3.11,0.484
3.12,0.485
3.13,0.485
3.14,0.485
3.15,0.486
3.16,0.486
3.17,0.487
3.18,0.487
3.19,0.488
3.2,0.488
3.21,0.488
3.22,0.489
3.23,0.489
3.24,0.49
3.25,0.49
3.26,0.491
3.27,0.491
3.28,0.492
3.29,0.492
3.3,0.492
3.31,0.493
3.32,0.493
3.33,0.494
3.34,0.494
3.35,0.495
3.36,0.495
3.37,0.496
3.38,0.496
3.39,0.496
3.4,0.497
