wd(m),Factor
0.0,0.0
0.01,0.004
0.02,0.008
0.03,0.012
0.04,0.016
0.05,0.02
0.06,0.024
0.07,0.028
0.08,0.032
0.09,0.036
0.1,0.04
0.11,0.044
0.12,0.048
0.13,0.052
0.14,0.056
0.15,0.06
0.16,0.064
0.17,0.068
0.18,0.072
0.19,0.076
0.2,0.08
0.21,0.084
0.22,0.088
0.23,0.092
0.24,0.096
0.25,0.1
0.26,0.104
0.27,0.108
0.28,0.112
0.29,0.116
0.3,0.12
0.31,0.124
0.32,0.128
0.33,0.132
0.34,0.136
0.35,0.14
0.36,0.144
0.37,0.148
0.38,0.152
0.39,0.156
0.4,0.16
0.41,0.164
0.42,0.168
0.43,0.172
0.44,0.176
0.45,0.18
0.46,0.184
0.47,0.188
0.48,0.192
0.49,0.196
0.5,0.2
0.51,0.204
0.52,0.207
0.53,0.21
0.54,0.214
0.55,0.217
0.56,0.22
0.57,0.224
0.58,0.227
0.59,0.23
0.6,0.234
0.61,0.237
0.62,0.241
0.63,0.244
0.64,0.248
0.65,0.251
0.66,0.255
0.67,0.258
0.68,0.261
0.69,0.265
0.7,0.268
0.71,0.271
0.72,0.275
0.73,0.278
0.74,0.282
0.75,0.285
0.76,0.288
0.77,0.292
0.78,0.295
0.79,0.299
0.8,0.302
0.81,0.306
0.82,0.309
0.83,0.312
0.84,0.316
0.85,0.319
0.86,0.322
0.87,0.326
0.88,0.329
0.89,0.333
0.9,0.336
0.91,0.339
0.92,0.343
0.93,0.346
0.94,0.35
0.95,0.353
0.96,0.357
0.97,0.36
0.98,0.363
0.99,0.367
1.0,0.37
1.01,0.371
1.02,0.371
1.03,0.372
1.04,0.373
1.05,0.373
1.06,0.374
1.07,0.374
1.08,0.375
1.09,0.375
1.1,0.376
1.11,0.377
1.12,0.377
1.13,0.378
1.14,0.378
1.15,0.379
1.16,0.38
1.17,0.38
1.18,0.381
1.19,0.382
1.2,0.382
1.21,0.383
1.22,0.383
1.23,0.384
1.24,0.384
1.25,0.385
1.26,0.386
1.27,0.386
1.28,0.387
1.29,0.387
1.3,0.388
1.31,0.389
1.32,0.389
1.33,0.39
1.34,0.391
1.35,0.391
1.36,0.392
1.37,0.392
1.38,0.393
1.39,0.393
1.4,0.394
1.41,0.395
1.42,0.395
1.43,0.396
1.44,0.396
1.45,0.397
1.46,0.398
1.47,0.398
1.48,0.399
1.49,0.399
1.5,0.4
1.51,0.4
1.52,0.401
1.53,0.401
1.54,0.402
1.55,0.402
1.56,0.402
1.57,0.403
1.58,0.403
1.59,0.403
1.6,0.404
1.61,0.405
1.62,0.405
1.63,0.405
1.64,0.406
1.65,0.406
1.66,0.406
1.67,0.407
1.68,0.407
1.69,0.408
1.7,0.408
1.71,0.408
1.72,0.409
1.73,0.409
1.74,0.41
1.75,0.41
1.76,0.411
1.77,0.411
1.78,0.411
1.79,0.412
1.8,0.412
1.81,0.412
1.82,0.413
1.83,0.413
1.84,0.414
1.85,0.414
1.86,0.414
1.87,0.415
1.88,0.415
1.89,0.416
1.9,0.416
1.91,0.417
1.92,0.417
1.93,0.417
1.94,0.418
1.95,0.418
1.96,0.418
1.97,0.419
1.98,0.419
1.99,0.42
2.0,0.42
2.01,0.422
2.02,0.424
2.03,0.427
2.04,0.429
2.05,0.431
2.06,0.433
2.07,0.436
2.08,0.438
2.09,0.44
2.1,0.442
2.11,0.444
2.12,0.447
2.13,0.449
2.14,0.451
2.15,0.453
2.16,0.455
2.17,0.457
2.18,0.46
2.19,0.462
2.2,0.464
2.21,0.466
2.22,0.468
2.23,0.471
2.24,0.473
2.25,0.475
2.26,0.477
2.27,0.48
2.28,0.482
2.29,0.484
2.3,0.486
2.31,0.488
2.32,0.49
2.33,0.493
2.34,0.495
2.35,0.497
2.36,0.499
2.37,0.502
2.38,0.504
2.39,0.506
2.4,0.508
2.41,0.51
2.42,0.513
2.43,0.515
2.44,0.517
2.45,0.519
2.46,0.521
2.47,0.523
2.48,0.526
2.49,0.528
2.5,0.53
2.51,0.532
2.52,0.534
2.53,0.537
2.54,0.539
2.55,0.541
2.56,0.543
2.57,0.546
2.58,0.548
2.59,0.55
2.6,0.552
2.61,0.554
2.62,0.556
2.63,0.559
2.64,0.561
2.65,0.563
2.66,0.565
2.67,0.568
2.68,0.57
2.69,0.572
2.7,0.574
2.71,0.576
2.72,0.579
2.73,0.581
2.74,0.583
2.75,0.585
2.76,0.587
2.77,0.589
2.78,0.592
2.79,0.594
2.8,0.596
2.81,0.598
2.82,0.6
2.83,0.602
2.84,0.605
2.85,0.607
2.86,0.609
2.87,0.611
2.88,0.614
2.89,0.616
2.9,0.618
2.91,0.62
2.92,0.622
2.93,0.625
2.94,0.627
2.95,0.629
2.96,0.631
2.97,0.633
2.98,0.636
2.99,0.638
3.0,0.64
3.01,0.641
3.02,0.641
3.03,0.642
3.04,0.642
3.05,0.643
3.06,0.643
3.07,0.644
3.08,0.644
3.09,0.645
3.1,0.645
3.11,0.646
3.12,0.646
3.13,0.647
3.14,0.647
3.15,0.648
3.16,0.648
3.17,0.649
3.18,0.649
3.19,0.65
3.2,0.65
3.21,0.651
3.22,0.651
3.23,0.652
3.24,0.652
3.25,0.653
3.26,0.653
3.27,0.654
3.28,0.654
3.29,0.655
3.3,0.655
3.31,0.656
3.32,0.656
3.33,0.657
3.34,0.657
3.35,0.658
3.36,0.658
3.37,0.659
3.38,0.659
3.39,0.66
3.4,0.66
3.41,0.661
3.42,0.661
3.43,0.662
3.44,0.662
3.45,0.663
3.46,0.663
3.47,0.664
3.48,0.664
3.49,0.665
3.5,0.665
3.51,0.666
3.52,0.666
3.53,0.667
3.54,0.667
3.55,0.668
3.56,0.668
3.57,0.669
3.58,0.669
3.59,0.67
3.6,0.67
3.61,0.671
3.62,0.671
