wd(m),Factor
0.0,0.0
0.01,0.003
0.02,0.007
0.03,0.01
0.04,0.014
0.05,0.018
0.06,0.021
0.07,0.025
0.08,0.028
0.09,0.032
0.1,0.035
0.11,0.039
0.12,0.043
0.13,0.046
0.14,0.049
0.15,0.053
0.16,0.056
0.17,0.06
0.18,0.064
0.19,0.067
0.2,0.071
0.21,0.074
0.22,0.078
0.23,0.081
0.24,0.084
0.25,0.088
0.26,0.092
0.27,0.095
0.28,0.099
0.29,0.102
0.3,0.106
0.31,0.109
0.32,0.113
0.33,0.117
0.34,0.12
0.35,0.124
0.36,0.127
0.37,0.131
0.38,0.134
0.39,0.138
0.4,0.141
0.41,0.145
0.42,0.148
0.43,0.152
0.44,0.155
0.45,0.159
0.46,0.162
0.47,0.166
0.48,0.169
0.49,0.173
0.5,0.176
0.51,0.179
0.52,0.182
0.53,0.185
0.54,0.187
0.55,0.19
0.56,0.192
0.57,0.195
0.58,0.198
0.59,0.201
0.6,0.204
0.61,0.206
0.62,0.209
0.63,0.211
0.64,0.214
0.65,0.217
0.66,0.22
0.67,0.223
0.68,0.225
0.69,0.228
0.7,0.23
0.71,0.233
0.72,0.236
0.73,0.239
0.74,0.241
0.75,0.244
0.76,0.247
0.77,0.249
0.78,0.252
0.79,0.255
0.8,0.258
0.81,0.26
0.82,0.263
0.83,0.266
0.84,0.268
0.85,0.271
0.86,0.274
0.87,0.276
0.88,0.279
0.89,0.282
0.9,0.285
0.91,0.287
0.92,0.29
0.93,0.293
0.94,0.296
0.95,0.298
0.96,0.301
0.97,0.303
0.98,0.306
0.99,0.309
1.0,0.312
1.01,0.313
1.02,0.313
1.03,0.314
1.04,0.315
1.05,0.316
1.06,0.317
1.07,0.317
1.08,0.318
1.09,0.319
1.1,0.32
1.11,0.321
1.12,0.321
1.13,0.322
1.14,0.323
1.15,0.324
1.16,0.325
1.17,0.325
1.18,0.326
1.19,0.327
1.2,0.328
1.21,0.329
1.22,0.329
1.23,0.33
1.24,0.331
1.25,0.332
1.26,0.333
1.27,0.333
1.28,0.334
1.29,0.335
1.3,0.336
1.31,0.337
1.32,0.337
1.33,0.338
1.34,0.339
1.35,0.34
1.36,0.341
1.37,0.341
1.38,0.342
1.39,0.343
1.4,0.344
1.41,0.345
1.42,0.345
1.43,0.346
1.44,0.347
1.45,0.348
1.46,0.348
1.47,0.349
1.48,0.35
1.49,0.351
1.5,0.352
1.51,0.353
1.52,0.354
