wd(m),Factor
0.0,0.0
0.01,0.004
0.02,0.008
0.03,0.012
0.04,0.016
0.05,0.02
0.06,0.024
0.07,0.028
0.08,0.032
0.09,0.036
0.1,0.04
0.11,0.044
0.12,0.048
0.13,0.052
0.14,0.055
0.15,0.06
0.16,0.064
0.17,0.068
0.18,0.072
0.19,0.075
0.2,0.079
0.21,0.084
0.22,0.088
0.23,0.091
0.24,0.095
0.25,0.099
0.26,0.103
0.27,0.107
0.28,0.111
0.29,0.115
0.3,0.119
0.31,0.123
0.32,0.127
0.33,0.132
0.34,0.136
0.35,0.139
0.36,0.143
0.37,0.147
0.38,0.151
0.39,0.155
0.4,0.159
0.41,0.163
0.42,0.167
0.43,0.171
0.44,0.175
0.45,0.179
0.46,0.183
0.47,0.187
0.48,0.191
0.49,0.195
0.5,0.199
0.51,0.202
0.52,0.205
0.53,0.208
0.54,0.211
0.55,0.214
0.56,0.217
0.57,0.22
0.58,0.223
0.59,0.226
0.6,0.229
0.61,0.232
0.62,0.235
0.63,0.238
0.64,0.241
0.65,0.244
0.66,0.246
0.67,0.25
0.68,0.253
0.69,0.256
0.7,0.258
0.71,0.261
0.72,0.264
0.73,0.268
0.74,0.27
0.75,0.273
0.76,0.276
0.77,0.28
0.78,0.282
0.79,0.285
0.8,0.288
0.81,0.292
0.82,0.294
0.83,0.297
0.84,0.3
0.85,0.303
0.86,0.306
0.87,0.309
0.88,0.312
0.89,0.315
0.9,0.318
0.91,0.321
0.92,0.324
0.93,0.327
0.94,0.33
0.95,0.333
0.96,0.336
0.97,0.339
0.98,0.342
0.99,0.345
1.0,0.348
1.01,0.349
1.02,0.349
1.03,0.35
1.04,0.351
1.05,0.351
1.06,0.352
1.07,0.352
1.08,0.353
1.09,0.354
1.1,0.354
1.11,0.355
1.12,0.355
1.13,0.356
1.14,0.357
1.15,0.357
1.16,0.358
1.17,0.358
1.18,0.359
1.19,0.36
1.2,0.36
1.21,0.361
1.22,0.361
1.23,0.362
1.24,0.363
1.25,0.363
1.26,0.364
1.27,0.364
1.28,0.365
1.29,0.365
1.3,0.366
1.31,0.367
1.32,0.367
1.33,0.368
1.34,0.368
1.35,0.369
1.36,0.37
1.37,0.37
1.38,0.371
1.39,0.371
1.4,0.372
1.41,0.373
1.42,0.373
1.43,0.374
1.44,0.374
1.45,0.375
1.46,0.376
1.47,0.376
1.48,0.377
1.49,0.377
1.5,0.378
1.51,0.379
1.52,0.38
1.53,0.38
1.54,0.381
1.55,0.382
1.56,0.383
1.57,0.384
1.58,0.384
1.59,0.385
1.6,0.386
1.61,0.387
1.62,0.388
1.63,0.388
1.64,0.389
1.65,0.39
1.66,0.391
1.67,0.391
1.68,0.392
1.69,0.393
1.7,0.394
1.71,0.395
1.72,0.395
1.73,0.396
1.74,0.397
1.75,0.398
1.76,0.399
1.77,0.399
1.78,0.4
1.79,0.401
1.8,0.402
1.81,0.402
1.82,0.403
1.83,0.404
1.84,0.405
1.85,0.406
1.86,0.406
1.87,0.407
1.88,0.408
1.89,0.409
1.9,0.41
1.91,0.41
1.92,0.411
1.93,0.412
1.94,0.413
1.95,0.414
1.96,0.414
1.97,0.415
1.98,0.416
1.99,0.417
2.0,0.417
2.01,0.42
2.02,0.422
2.03,0.424
2.04,0.427
2.05,0.429
2.06,0.432
2.07,0.434
2.08,0.436
2.09,0.439
2.1,0.441
2.11,0.443
2.12,0.446
2.13,0.448
2.14,0.451
2.15,0.453
2.16,0.456
2.17,0.458
2.18,0.46
2.19,0.463
2.2,0.465
2.21,0.467
2.22,0.47
2.23,0.473
2.24,0.475
2.25,0.477
2.26,0.479
2.27,0.482
2.28,0.484
2.29,0.486
2.3,0.489
2.31,0.492
2.32,0.494
2.33,0.496
2.34,0.498
2.35,0.501
2.36,0.503
2.37,0.505
2.38,0.508
2.39,0.511
2.4,0.513
2.41,0.515
2.42,0.518
2.43,0.52
2.44,0.522
2.45,0.525
2.46,0.527
2.47,0.53
2.48,0.532
2.49,0.534
2.5,0.537
2.51,0.539
2.52,0.541
2.53,0.544
2.54,0.547
2.55,0.549
2.56,0.551
2.57,0.554
2.58,0.556
2.59,0.558
2.6,0.561
2.61,0.563
2.62,0.566
2.63,0.568
2.64,0.57
2.65,0.573
2.66,0.575
2.67,0.577
2.68,0.58
2.69,0.582
2.7,0.585
2.71,0.587
2.72,0.589
2.73,0.592
2.74,0.594
2.75,0.596
2.76,0.599
2.77,0.601
2.78,0.604
2.79,0.606
2.8,0.609
2.81,0.611
2.82,0.613
2.83,0.616
2.84,0.618
2.85,0.62
2.86,0.623
2.87,0.625
2.88,0.628
2.89,0.63
2.9,0.632
2.91,0.635
2.92,0.637
2.93,0.64
2.94,0.642
2.95,0.645
2.96,0.647
2.97,0.649
2.98,0.651
2.99,0.654
3.0,0.656
3.01,0.657
3.02,0.657
3.03,0.658
3.04,0.658
3.05,0.659
3.06,0.659
3.07,0.66
3.08,0.66
3.09,0.661
3.1,0.661
3.11,0.662
3.12,0.662
3.13,0.662
3.14,0.663
3.15,0.664
3.16,0.664
3.17,0.665
3.18,0.665
3.19,0.666
3.2,0.666
3.21,0.667
3.22,0.667
3.23,0.668
3.24,0.668
3.25,0.669
3.26,0.669
3.27,0.67
3.28,0.67
3.29,0.671
3.3,0.671
3.31,0.671
3.32,0.672
3.33,0.672
3.34,0.673
3.35,0.673
3.36,0.674
3.37,0.675
3.38,0.675
3.39,0.676
3.4,0.676
3.41,0.677
3.42,0.677
3.43,0.678
3.44,0.678
3.45,0.678
3.46,0.679
3.47,0.68
3.48,0.68
3.49,0.681
3.5,0.681
3.51,0.681
3.52,0.682
3.53,0.682
3.54,0.683
3.55,0.683
3.56,0.684
3.57,0.684
3.58,0.685
3.59,0.685
3.6,0.686
3.61,0.687
3.62,0.687
