wd(m),factor
0.0,0.0
0.01,0.01
0.02,0.01
0.03,0.02
0.04,0.03
0.05,0.04
0.06,0.04
0.07,0.05
0.08,0.06
0.09,0.07
0.1,0.07
0.11,0.08
0.12,0.09
0.13,0.09
0.14,0.1
0.15,0.11
0.16,0.12
0.17,0.12
0.18,0.13
0.19,0.14
0.2,0.14
0.21,0.15
0.22,0.16
0.23,0.17
0.24,0.17
0.25,0.18
0.26,0.18
0.27,0.19
0.28,0.19
0.29,0.19
0.3,0.19
0.31,0.2
0.32,0.2
0.33,0.2
0.34,0.2
0.35,0.2
0.36,0.21
0.37,0.21
0.38,0.21
0.39,0.21
0.4,0.22
0.41,0.22
0.42,0.22
0.43,0.22
0.44,0.23
0.45,0.23
0.46,0.23
0.47,0.23
0.48,0.24
0.49,0.24
0.5,0.24
0.51,0.24
0.52,0.25
0.53,0.25
0.54,0.25
0.55,0.25
0.56,0.25
0.57,0.26
0.58,0.26
0.59,0.26
0.6,0.26
0.61,0.27
0.62,0.27
0.63,0.27
0.64,0.27
0.65,0.28
0.66,0.28
0.67,0.28
0.68,0.28
0.69,0.29
0.7,0.29
0.71,0.29
0.72,0.29
0.73,0.29
0.74,0.3
0.75,0.3
0.76,0.3
0.77,0.3
0.78,0.3
0.79,0.3
0.8,0.31
0.81,0.31
0.82,0.31
0.83,0.31
0.84,0.31
0.85,0.31
0.86,0.31
0.87,0.31
0.88,0.32
0.89,0.32
0.9,0.32
0.91,0.32
0.92,0.32
0.93,0.32
0.94,0.32
0.95,0.32
0.96,0.33
0.97,0.33
0.98,0.33
0.99,0.33
1.0,0.33
1.01,0.33
1.02,0.33
1.03,0.33
1.04,0.33
1.05,0.34
1.06,0.34
1.07,0.34
1.08,0.34
1.09,0.34
1.1,0.34
1.11,0.34
1.12,0.34
1.13,0.34
1.14,0.34
1.15,0.35
1.16,0.35
1.17,0.35
1.18,0.35
1.19,0.35
1.2,0.35
1.21,0.35
1.22,0.35
1.23,0.35
1.24,0.35
1.25,0.36
1.26,0.36
1.27,0.36
1.28,0.36
1.29,0.36
1.3,0.36
1.31,0.36
1.32,0.36
1.33,0.36
1.34,0.37
1.35,0.37
1.36,0.37
1.37,0.37
1.38,0.37
1.39,0.37
1.4,0.37
1.41,0.37
1.42,0.37
1.43,0.38
1.44,0.38
1.45,0.38
1.46,0.38
1.47,0.38
1.48,0.38
1.49,0.38
1.5,0.38
1.51,0.38
1.52,0.39
1.53,0.39
1.54,0.39
1.55,0.39
1.56,0.39
1.57,0.39
1.58,0.39
1.59,0.39
1.6,0.39
1.61,0.4
1.62,0.4
1.63,0.4
1.64,0.4
1.65,0.4
1.66,0.4
1.67,0.4
1.68,0.4
1.69,0.41
1.7,0.41
1.71,0.41
1.72,0.41
1.73,0.41
1.74,0.41
1.75,0.41
1.76,0.41
1.77,0.41
1.78,0.42
1.79,0.42
1.8,0.42
1.81,0.42
1.82,0.42
1.83,0.42
1.84,0.42
1.85,0.42
1.86,0.42
1.87,0.42
1.88,0.43
1.89,0.43
1.9,0.43
1.91,0.43
1.92,0.43
1.93,0.43
1.94,0.43
1.95,0.43
1.96,0.43
1.97,0.43
1.98,0.44
1.99,0.44
2.0,0.44
2.01,0.44
2.02,0.44
2.03,0.44
2.04,0.44
2.05,0.44
2.06,0.44
2.07,0.44
2.08,0.45
2.09,0.45
2.1,0.45
2.11,0.45
2.12,0.45
2.13,0.45
2.14,0.45
2.15,0.45
2.16,0.45
2.17,0.45
2.18,0.45
2.19,0.46
2.2,0.46
2.21,0.46
2.22,0.46
2.23,0.46
2.24,0.46
2.25,0.46
2.26,0.46
2.27,0.46
2.28,0.46
2.29,0.46
2.3,0.47
2.31,0.47
2.32,0.47
2.33,0.47
2.34,0.47
2.35,0.47
2.36,0.47
2.37,0.47
2.38,0.47
2.39,0.47
2.4,0.47
2.41,0.47
2.42,0.48
2.43,0.48
2.44,0.48
2.45,0.48
2.46,0.48
2.47,0.48
2.48,0.48
2.49,0.48
2.5,0.48
2.51,0.48
2.52,0.48
2.53,0.49
2.54,0.49
2.55,0.49
2.56,0.49
2.57,0.49
2.58,0.49
2.59,0.49
2.6,0.49
2.61,0.49
2.62,0.49
2.63,0.49
2.64,0.49
2.65,0.49
2.66,0.5
2.67,0.5
2.68,0.5
2.69,0.5
2.7,0.5
2.71,0.5
2.72,0.5
2.73,0.5
2.74,0.5
2.75,0.5
2.76,0.5
2.77,0.51
2.78,0.51
2.79,0.51
2.8,0.51
2.81,0.51
2.82,0.51
2.83,0.51
2.84,0.51
2.85,0.51
2.86,0.51
2.87,0.51
2.88,0.52
2.89,0.52
2.9,0.52
2.91,0.52
2.92,0.52
2.93,0.52
2.94,0.52
2.95,0.52
2.96,0.52
2.97,0.52
2.98,0.52
2.99,0.53
3.0,0.53
3.01,0.53
3.02,0.53
3.03,0.53
3.04,0.53
3.05,0.53
3.06,0.53
3.07,0.53
3.08,0.53
3.09,0.53
3.1,0.53
3.11,0.53
3.12,0.53
3.13,0.53
3.14,0.53
3.15,0.53
3.16,0.53
3.17,0.53
3.18,0.53
3.19,0.53
3.2,0.53
3.21,0.53
3.22,0.53
3.23,0.53
3.24,0.53
3.25,0.53
3.26,0.53
3.27,0.53
3.28,0.53
3.29,0.53
3.3,0.53
3.31,0.53
3.32,0.53
3.33,0.53
3.34,0.53
3.35,0.53
3.36,0.53
3.37,0.53
3.38,0.53
3.39,0.53
3.4,0.53
3.41,0.53
3.42,0.53
3.43,0.53
3.44,0.53
3.45,0.53
3.46,0.53
3.47,0.53
3.48,0.53
3.49,0.53
3.5,0.53
3.51,0.53
3.52,0.53
3.53,0.53
3.54,0.53
3.55,0.53
3.56,0.53
3.57,0.53
3.58,0.53
3.59,0.53
3.6,0.53
3.61,0.53
3.62,0.53
3.63,0.53
3.64,0.53
3.65,0.53
3.66,0.53
3.67,0.53
3.68,0.53
3.69,0.53
3.7,0.53
3.71,0.53
3.72,0.53
3.73,0.53
3.74,0.53
3.75,0.53
3.76,0.53
3.77,0.53
3.78,0.53
3.79,0.53
3.8,0.53
3.81,0.53
3.82,0.53
3.83,0.53
3.84,0.53
3.85,0.53
3.86,0.53
3.87,0.53
3.88,0.53
3.89,0.53
3.9,0.53
3.91,0.53
3.92,0.53
3.93,0.53
3.94,0.53
3.95,0.53
3.96,0.53
3.97,0.53
3.98,0.53
3.99,0.53
4.0,0.53
4.01,0.53
4.02,0.53
4.03,0.53
4.04,0.53
4.05,0.53
4.06,0.53
4.07,0.53
4.08,0.53
4.09,0.53
4.1,0.53
4.11,0.53
4.12,0.53
4.13,0.53
4.14,0.53
4.15,0.53
4.16,0.53
4.17,0.53
4.18,0.53
4.19,0.53
4.2,0.53
4.21,0.53
4.22,0.53
4.23,0.53
4.24,0.53
4.25,0.53
4.26,0.53
4.27,0.53
4.28,0.53
