wd(m),factor
0.0,0.0
0.01,0.002
0.02,0.004
0.03,0.006
0.04,0.008
0.05,0.01
0.06,0.012
0.07,0.014
0.08,0.016
0.09,0.018
0.1,0.02
0.11,0.022
0.12,0.024
0.13,0.026
0.14,0.028
0.15,0.03
0.16,0.031
0.17,0.033
0.18,0.035
0.19,0.037
0.2,0.039
0.21,0.041
0.22,0.043
0.23,0.045
0.24,0.047
0.25,0.049
0.26,0.051
0.27,0.053
0.28,0.055
0.29,0.057
0.3,0.059
0.31,0.061
0.32,0.063
0.33,0.065
0.34,0.067
0.35,0.069
0.36,0.071
0.37,0.073
0.38,0.075
0.39,0.077
0.4,0.079
0.41,0.081
0.42,0.083
0.43,0.085
0.44,0.087
0.45,0.089
0.46,0.091
0.47,0.093
0.48,0.094
0.49,0.096
0.5,0.098
0.51,0.1
0.52,0.102
0.53,0.104
0.54,0.106
0.55,0.108
0.56,0.11
0.57,0.112
0.58,0.114
0.59,0.116
0.6,0.118
0.61,0.12
0.62,0.122
0.63,0.124
0.64,0.126
0.65,0.128
0.66,0.13
0.67,0.132
0.68,0.134
0.69,0.136
0.7,0.138
0.71,0.14
0.72,0.142
0.73,0.144
0.74,0.146
0.75,0.148
0.76,0.15
0.77,0.159
0.78,0.169
0.79,0.179
0.8,0.189
0.81,0.199
0.82,0.209
0.83,0.219
0.84,0.228
0.85,0.238
0.86,0.248
0.87,0.258
0.88,0.268
0.89,0.278
0.9,0.287
0.91,0.297
0.92,0.317
0.93,0.337
0.94,0.356
0.95,0.376
0.96,0.396
0.97,0.415
0.98,0.435
0.99,0.455
1.0,0.474
1.01,0.494
1.02,0.514
1.03,0.533
1.04,0.553
1.05,0.573
1.06,0.593
1.07,0.619
1.08,0.645
1.09,0.671
1.1,0.698
1.11,0.724
1.12,0.75
1.13,0.776
1.14,0.802
1.15,0.829
1.16,0.855
1.17,0.881
1.18,0.907
1.19,0.934
1.2,0.96
1.21,0.986
1.22,0.986
1.23,0.986
1.24,0.986
1.25,0.986
1.26,0.986
1.27,0.986
1.28,0.986
1.29,0.986
1.3,0.986
1.31,0.986
1.32,0.986
1.33,0.986
1.34,0.986
1.35,0.986
1.36,0.986
1.37,0.986
1.38,0.986
1.39,0.986
1.4,0.986
1.41,0.986
1.42,0.986
1.43,0.986
1.44,0.986
1.45,0.986
1.46,0.986
1.47,0.986
1.48,0.986
1.49,0.986
1.5,0.986
1.51,0.986
1.52,0.986
1.53,0.986
1.54,0.986
1.55,0.986
1.56,0.986
1.57,0.986
1.58,0.986
1.59,0.986
1.6,0.986
1.61,0.986
1.62,0.986
1.63,0.986
1.64,0.986
1.65,0.986
1.66,0.986
1.67,0.986
1.68,0.986
1.69,0.986
1.7,0.986
1.71,0.986
1.72,0.986
1.73,0.986
1.74,0.986
1.75,0.986
1.76,0.986
1.77,0.986
1.78,0.986
1.79,0.986
1.8,0.986
1.81,0.986
1.82,0.986
1.83,0.986
1.84,0.986
1.85,0.986
1.86,0.986
1.87,0.986
1.88,0.986
1.89,0.986
1.9,0.986
1.91,0.986
1.92,0.986
1.93,0.986
1.94,0.986
1.95,0.986
1.96,0.986
1.97,0.986
1.98,0.986
1.99,0.986
2.0,0.986
2.01,0.986
2.02,0.986
2.03,0.986
2.04,0.986
2.05,0.986
2.06,0.986
2.07,0.986
2.08,0.986
2.09,0.986
2.1,0.986
2.11,0.986
2.12,0.986
2.13,0.986
2.14,0.986
2.15,0.986
2.16,0.986
2.17,0.986
2.18,0.986
2.19,0.986
2.2,0.986
2.21,0.986
2.22,0.986
2.23,0.986
2.24,0.986
2.25,0.986
2.26,0.986
2.27,0.986
2.28,0.986
