wd(m),factor
0.0,0.0
0.01,0.008
0.02,0.016
0.03,0.024
0.04,0.032
0.05,0.04
0.06,0.048
0.07,0.056
0.08,0.064
0.09,0.072
0.1,0.08
0.11,0.086
0.12,0.092
0.13,0.098
0.14,0.104
0.15,0.11
0.16,0.116
0.17,0.122
0.18,0.128
0.19,0.134
0.2,0.14
0.21,0.146
0.22,0.152
0.23,0.158
0.24,0.164
0.25,0.17
0.26,0.176
0.27,0.182
0.28,0.188
0.29,0.194
0.3,0.2
0.31,0.206
0.32,0.212
0.33,0.218
0.34,0.224
0.35,0.23
0.36,0.236
0.37,0.242
0.38,0.248
0.39,0.254
0.4,0.26
0.41,0.26
0.42,0.261
0.43,0.261
0.44,0.261
0.45,0.261
0.46,0.262
0.47,0.262
0.48,0.262
0.49,0.262
0.5,0.262
0.51,0.263
0.52,0.263
0.53,0.263
0.54,0.263
0.55,0.264
0.56,0.264
0.57,0.264
0.58,0.264
0.59,0.265
0.6,0.265
0.61,0.265
0.62,0.265
0.63,0.266
0.64,0.266
0.65,0.266
0.66,0.266
0.67,0.267
0.68,0.267
0.69,0.267
0.7,0.267
0.71,0.268
0.72,0.268
0.73,0.268
0.74,0.268
0.75,0.269
0.76,0.269
0.77,0.269
0.78,0.269
0.79,0.27
0.8,0.27
0.81,0.274
0.82,0.278
0.83,0.282
0.84,0.286
0.85,0.29
0.86,0.294
0.87,0.298
0.88,0.302
0.89,0.306
0.9,0.31
0.91,0.314
0.92,0.318
0.93,0.322
0.94,0.326
0.95,0.33
0.96,0.334
0.97,0.338
0.98,0.342
0.99,0.346
1.0,0.35
1.01,0.354
1.02,0.358
1.03,0.362
1.04,0.366
1.05,0.37
1.06,0.374
1.07,0.378
1.08,0.382
1.09,0.386
1.1,0.39
1.11,0.394
1.12,0.398
1.13,0.402
1.14,0.406
1.15,0.41
1.16,0.414
1.17,0.418
1.18,0.422
1.19,0.426
1.2,0.43
1.21,0.434
1.22,0.438
1.23,0.442
1.24,0.446
1.25,0.45
1.26,0.454
1.27,0.457
1.28,0.461
1.29,0.464
1.3,0.468
1.31,0.472
1.32,0.475
1.33,0.479
1.34,0.482
1.35,0.486
1.36,0.49
1.37,0.493
1.38,0.497
1.39,0.5
1.4,0.504
1.41,0.508
1.42,0.511
1.43,0.515
1.44,0.518
1.45,0.522
1.46,0.526
1.47,0.529
1.48,0.533
1.49,0.536
1.5,0.54
1.51,0.54
1.52,0.54
1.53,0.54
1.54,0.54
1.55,0.54
1.56,0.54
1.57,0.54
1.58,0.54
1.59,0.54
1.6,0.54
1.61,0.54
1.62,0.54
1.63,0.54
1.64,0.54
1.65,0.54
1.66,0.54
1.67,0.54
1.68,0.54
1.69,0.54
1.7,0.54
1.71,0.54
1.72,0.54
1.73,0.54
1.74,0.54
1.75,0.54
1.76,0.54
1.77,0.54
1.78,0.54
1.79,0.54
1.8,0.54
1.81,0.54
1.82,0.54
1.83,0.54
1.84,0.54
1.85,0.54
1.86,0.54
1.87,0.54
1.88,0.54
1.89,0.54
1.9,0.54
1.91,0.54
1.92,0.54
1.93,0.54
1.94,0.54
1.95,0.54
1.96,0.54
1.97,0.54
1.98,0.54
1.99,0.54
2.0,0.54
2.01,0.54
2.02,0.54
2.03,0.54
2.04,0.54
2.05,0.54
2.06,0.54
2.07,0.54
2.08,0.54
2.09,0.54
2.1,0.54
2.11,0.54
2.12,0.54
2.13,0.54
2.14,0.54
2.15,0.54
2.16,0.54
2.17,0.54
2.18,0.54
2.19,0.54
2.2,0.54
2.21,0.54
2.22,0.54
2.23,0.54
2.24,0.54
2.25,0.54
2.26,0.54
2.27,0.54
2.28,0.54
2.29,0.54
2.3,0.54
2.31,0.54
2.32,0.54
2.33,0.54
2.34,0.54
2.35,0.54
2.36,0.54
2.37,0.54
2.38,0.54
2.39,0.54
2.4,0.54
2.41,0.54
2.42,0.54
2.43,0.54
2.44,0.54
2.45,0.54
2.46,0.54
2.47,0.54
2.48,0.54
2.49,0.54
2.5,0.54
2.51,0.54
2.52,0.54
2.53,0.54
2.54,0.54
2.55,0.54
2.56,0.54
2.57,0.54
2.58,0.54
2.59,0.54
2.6,0.54
2.61,0.54
2.62,0.54
2.63,0.54
2.64,0.54
2.65,0.54
2.66,0.54
2.67,0.54
2.68,0.54
2.69,0.54
2.7,0.54
2.71,0.54
2.72,0.54
2.73,0.54
2.74,0.54
2.75,0.54
2.76,0.54
2.77,0.54
2.78,0.54
2.79,0.54
2.8,0.54
2.81,0.54
2.82,0.54
2.83,0.54
2.84,0.54
2.85,0.54
2.86,0.54
2.87,0.54
2.88,0.54
2.89,0.54
2.9,0.54
2.91,0.54
2.92,0.54
2.93,0.54
2.94,0.54
2.95,0.54
2.96,0.54
2.97,0.54
2.98,0.54
2.99,0.54
3.0,0.54
3.01,0.54
3.02,0.54
3.03,0.54
3.04,0.54
3.05,0.54
3.06,0.54
3.07,0.54
3.08,0.54
3.09,0.54
3.1,0.54
3.11,0.54
3.12,0.54
3.13,0.54
3.14,0.54
3.15,0.54
3.16,0.54
3.17,0.54
3.18,0.54
3.19,0.54
3.2,0.54
3.21,0.54
3.22,0.54
3.23,0.54
3.24,0.54
3.25,0.54
3.26,0.54
3.27,0.54
3.28,0.54
3.29,0.54
3.3,0.54
3.31,0.54
3.32,0.54
3.33,0.54
3.34,0.54
3.35,0.54
3.36,0.54
3.37,0.54
3.38,0.54
3.39,0.54
3.4,0.54
3.41,0.54
3.42,0.54
3.43,0.54
3.44,0.54
3.45,0.54
3.46,0.54
3.47,0.54
3.48,0.54
3.49,0.54
3.5,0.54
3.51,0.54
3.52,0.54
3.53,0.54
3.54,0.54
3.55,0.54
3.56,0.54
3.57,0.54
3.58,0.54
3.59,0.54
3.6,0.54
3.61,0.54
3.62,0.54
3.63,0.54
3.64,0.54
3.65,0.54
3.66,0.54
3.67,0.54
3.68,0.54
3.69,0.54
3.7,0.54
3.71,0.54
3.72,0.54
3.73,0.54
3.74,0.54
3.75,0.54
3.76,0.54
3.77,0.54
3.78,0.54
3.79,0.54
3.8,0.54
3.81,0.54
3.82,0.54
3.83,0.54
3.84,0.54
3.85,0.54
3.86,0.54
3.87,0.54
3.88,0.54
3.89,0.54
3.9,0.54
3.91,0.54
3.92,0.54
3.93,0.54
3.94,0.54
3.95,0.54
3.96,0.54
3.97,0.54
3.98,0.54
3.99,0.54
4.0,0.54
4.01,0.54
4.02,0.54
4.03,0.54
4.04,0.54
4.05,0.54
4.06,0.54
4.07,0.54
4.08,0.54
4.09,0.54
4.1,0.54
4.11,0.54
4.12,0.54
4.13,0.54
4.14,0.54
4.15,0.54
4.16,0.54
4.17,0.54
4.18,0.54
4.19,0.54
4.2,0.54
4.21,0.54
4.22,0.54
4.23,0.54
4.24,0.54
4.25,0.54
4.26,0.54
4.27,0.54
4.28,0.54
4.29,0.54
4.3,0.54
4.31,0.54
4.32,0.54
4.33,0.54
4.34,0.54
4.35,0.54
4.36,0.54
4.37,0.54
4.38,0.54
4.39,0.54
4.4,0.54
4.41,0.54
4.42,0.54
4.43,0.54
4.44,0.54
4.45,0.54
4.46,0.54
4.47,0.54
4.48,0.54
4.49,0.54
4.5,0.54
4.51,0.54
4.52,0.54
4.53,0.54
4.54,0.54
4.55,0.54
4.56,0.54
4.57,0.54
4.58,0.54
4.59,0.54
4.6,0.54
4.61,0.54
4.62,0.54
4.63,0.54
4.64,0.54
4.65,0.54
4.66,0.54
4.67,0.54
4.68,0.54
4.69,0.54
4.7,0.54
4.71,0.54
4.72,0.54
4.73,0.54
4.74,0.54
4.75,0.54
4.76,0.54
4.77,0.54
4.78,0.54
4.79,0.54
4.8,0.54
4.81,0.54
4.82,0.54
4.83,0.54
4.84,0.54
4.85,0.54
4.86,0.54
4.87,0.54
4.88,0.54
4.89,0.54
4.9,0.54
4.91,0.54
4.92,0.54
4.93,0.54
4.94,0.54
4.95,0.54
4.96,0.54
4.97,0.54
4.98,0.54
4.99,0.54
5.0,0.54
